"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-13","0.00","81","92","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-14",,"81","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-15",,"82",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-16",,"83","93","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-17",,"82","92","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-18",,"82","90","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-19",,"81","91","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-20",,"82",,"74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-21","1.61","82","92","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-22","0.00","81","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-23",,"80","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-24",,"78","89","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-25","0.24","81",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-26","0.00","78","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-27",,"79","90","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-28",,"81","90","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-29",,"82","92","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-11-30",,"81",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-04",,"83","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-05",,"80","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-06",,"80",,"72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-07",,"81","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-08",,"81","89","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-09",,"81","92","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-10",,"81",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-11",,"81",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-12",,"79",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-13",,"79","92","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-14",,"81","90","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-15",,"82",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-16",,"81","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-17",,"81","92","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-18",,"81",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-19",,"80",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-20",,"83","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-21",,"79","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-22",,"81","93","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-23",,"82","97","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-24",,"81","96",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-25",,"80","95","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-26",,"80",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-27",,"81","92","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-28",,"81","92","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-29",,"82","94","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-30",,"80","94","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2012-12-31",,"82","98",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-01",,"79","97",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-02",,"79",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-03",,"80",,"67"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-04",,"79","97",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-05",,"79","98",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-06",,"77","95",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-07",,"80","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-08",,"81","94","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-09",,"81","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-10",,"81","96","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-11",,"80","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-12",,"80","97","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-13",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-14",,"81","94","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-15",,"83","96","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-16",,"84","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-17",,"83","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-18",,"84","95",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-19",,"84",,"78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-20",,"83","91","79"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-21",,"83","92","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-22",,"80","95",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-23",,"83",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-24",,"79","87",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-25",,"82","90","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-26",,"83","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-27",,"79",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-28",,"78","86","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-29",,"81","92","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-30",,"81","91","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-01-31",,"81","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-01",,"78","93","70"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-02",,"77","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-03",,"78","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-04",,"80","93","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-05",,"82","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-06",,"83","93","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-07",,"84","95",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-08",,"84","94","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-09",,"83","92","79"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-10",,"83","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-11",,"83","94","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-12",,"83",,"76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-13",,"84","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-14",,"83","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-15",,"84","93","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-16",,"85",,"78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-17",,"84","92","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-18","0.67","81","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-19","0.00","82","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-20",,"82","92","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-21",,"83","92","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-22",,"83","93","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-23",,"84","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-24",,"84","93","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-25",,"84","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-26",,"84",,"80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-27",,"85","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-02-28",,"85",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-01",,"85","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-02",,"84",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-03",,"82","94","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-04",,"85","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-05",,"85","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-06",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-07",,"85","92","79"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-08",,"84","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-11",,"84","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-12",,"85","94","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-13",,"85","94","80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-14",,"84","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-15",,"85","95","80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-16",,"85",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-17",,"80","92","70"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-18",,"84","93","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-19",,"83","92","80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-20",,"85","95","80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-21",,"84","92","79"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-22",,"85",,"80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-23",,"85","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-24",,"82",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-25",,"83","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-26",,"83","92","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-27",,"82","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-28",,"78","83",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-29",,"82","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-30",,"83","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-03-31",,"84","94","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-01",,"84","94","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-02",,"78","85","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-03",,"81","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-04",,"83","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-05",,"85","94","78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-06",,"85","94","80"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-07",,"84","94",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-08",,"84","94","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-09",,"78",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-10",,"81","91","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-11",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-12",,"84",,"78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-13",,"85","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-14",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-15",,"80","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-16",,"82","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-17",,"81","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-18",,"83","91","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-19",,"84",,"77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-20",,"82","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-21",,"82","90",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-22","1.10","80",,"74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-23","0.00","82",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-24",,"81","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-25",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-26",,"80","89","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-27",,"81","90","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-28",,"83",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-29",,"83","92","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-04-30",,"84",,"78"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-01",,"78","84","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-02",,"81",,"73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-03",,"82","93",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-04",,"84","92","79"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-05","0.91","84","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-06","0.00","79","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-07",,"82",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-08",,"80","86",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-11",,"78",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-12","0.28","80","90","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-13","0.00","79","89","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-14",,"79","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-15",,"78",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-16","0.24","82","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-17","0.00","80",,"77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-18",,"81","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-19","1.26","80","89","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-20","0.00","83","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-21",,"82","90","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-22",,"79","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-23",,"81","91","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-24",,"83","91",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-25",,"83","92",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-26",,"78",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-27",,"79","90",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-28",,"78","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-29",,"79","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-30",,"81","86","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-05-31",,"80","90",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-01",,"78","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-02",,"76","79","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-03",,"77","85","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-04",,"79","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-05",,"80","90",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-06",,"77",,"71"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-07",,"80","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-08",,"79","86","77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-09",,"77",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-10",,"79","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-11",,"78",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-12",,"81","89","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-13",,"81",,"77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-14",,"82","89","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-15",,"80","87","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-16",,"78","85","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-17",,"80","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-18",,"80","89",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-19","0.28","81","88",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-20","0.00","79",,"77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-21",,"79","82",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-22",,"80",,"77"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-23","0.00","80","87",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-24","0.00","80","85","76"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-25",,"78","86","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-26",,"80","89","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-27",,"79","84","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-28",,"78","82",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-29",,"77",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-06-30","0.98","76","81","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-01","1.18","78","87","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-02","0.00","78","85","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-03",,"79",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-04",,"75","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-05",,"75","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-06",,"77","83","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-07",,"78","83","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-08",,"76",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-09",,"78","84","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-10",,"78","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-11","0.00","76",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-12","2.28","77","87","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-13","0.00","78",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-14",,"77","82",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-15",,"78",,"75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-16",,"77",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-17",,"78","85","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-18",,"78","82","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-19",,"76",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-21",,"72",,"71"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-23",,"78","83","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-24",,"75","80",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-25",,"77",,"74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-26",,"78","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-27",,"78","83",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-28",,"78","83",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-29",,"76","80",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-30",,"78","84",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-07-31",,"76","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-01",,"76",,"73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-02",,"76","84",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-03",,"76","83",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-04",,"77","87",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-05",,"77","85","72"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-06",,"77","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-07",,"77","83","75"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-08",,"78","85","74"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-09",,"78",,"73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-10",,"76","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-11",,"76","84",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-12",,"76","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-13",,"77",,
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-14",,"77",,"71"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-15",,"76","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-16",,"77","81",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-17",,"78","86","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-18",,"76","83","73"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-19",,"76","84","71"
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-20",,"78","85",
"NIM00065201","MURTALA MUHAMMED, NI","6.577","3.321","41.1","2013-08-21",,"78",,
