"hhid","zone","state","lga","sector","ea","ric","wt_wave3","wt_w1_w2_w3","saq7","qno","qno1","ag1","ag2","ag3","saq11","saq12","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","tracked_obs","phonly_hh"
320203,5,32,3207,2,1464,1403,5177.78206798669,5825.00482648503,14,1,1,2,2,2,8,2,"16032016",16,3,2016,12,0,16,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
320204,5,32,3207,2,1464,1403,5177.78206798669,5825.00482648503,13,1,1,2,2,2,8,2,"18032016",18,3,2016,12,20,15,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
320205,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,22,1,1,2,2,2,4,1,"09032016",9,3,2016,14,40,16,40,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
320206,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,39,1,2,1,2,1,3,1,"09032016",9,3,2016,9,48,12,56,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
320207,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,14,1,2,1,2,1,4,1,"09032016",9,3,2016,9,0,14,0,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
320208,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,35,1,2,1,2,1,5,1,"09032016",9,3,2016,13,0,15,40,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
320209,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,1,1,1,2,2,2,6,1,"09032016",9,3,2016,13,10,16,0,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
320210,5,32,3212,2,314,1205,3624.44744759069,4027.16383065632,25,1,1,2,2,2,5,1,"09032016",9,3,2016,15,50,18,15,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
330001,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,2,1,1,2,2,2,2,1,"22022016",22,2,2016,14,50,17,22,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330002,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,5,1,2,1,2,1,2,1,"22022016",22,2,2016,10,12,14,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330003,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,7,1,1,2,2,2,2,1,"26022016",26,2,2016,9,10,12,23,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330004,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,10,1,2,2,2,2,3,1,"25022016",25,2,2016,12,24,15,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330005,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,13,1,1,2,2,2,2,1,"25022016",25,2,2016,11,14,14,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330006,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,15,1,3,1,2,1,3,1,"22022016",22,2,2016,9,2,13,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330007,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,34,1,2,1,2,1,3,1,"22022016",22,2,2016,13,30,17,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330008,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,37,1,2,1,2,1,3,1,"25022016",25,2,2016,8,40,11,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330009,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,23,1,2,1,2,1,3,1,"25022016",25,2,2016,11,51,14,33,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330010,3,33,3321,1,1182,1510,13036.1093498199,13182.5824885819,39,1,2,1,2,1,2,1,"25022016",25,2,2016,8,40,10,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330011,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,19,1,2,1,2,1,3,1,"01032016",1,3,2016,9,22,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330012,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,21,1,2,1,2,1,2,1,"01032016",1,3,2016,10,1,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330013,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,24,1,2,1,2,1,2,1,"29022016",29,2,2016,10,15,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330014,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,6,1,3,1,2,1,2,1,"01032016",1,3,2016,13,41,17,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330015,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,8,1,2,1,2,1,3,1,"01032016",1,3,2016,13,32,16,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330016,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,10,1,2,1,2,1,2,1,"29022016",29,2,2016,13,45,16,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330017,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,12,1,2,1,2,1,2,1,"02032016",2,3,2016,9,11,12,36,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330018,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,14,1,2,1,2,1,3,1,"29022016",29,2,2016,12,15,14,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330019,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,15,1,2,1,2,1,3,1,"29022016",29,2,2016,17,1,20,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330020,3,33,3311,1,702,1105,8950.16462823455,9050.7282757428,17,1,2,1,2,1,3,1,"29022016",29,2,2016,9,18,12,13,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330021,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,1,1,2,1,2,1,3,1,"13032016",13,3,2016,9,18,12,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330022,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,2,1,2,1,2,1,2,1,"12032016",12,3,2016,10,20,13,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330023,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,3,1,2,1,2,1,2,1,"14032016",14,3,2016,10,4,13,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330024,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,4,1,2,1,2,1,2,1,"14032016",14,3,2016,13,22,17,24,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330025,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,5,1,2,1,2,1,3,1,"13032016",13,3,2016,12,40,15,31,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330026,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,6,1,2,1,2,1,3,1,"12032016",12,3,2016,10,21,12,46,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330027,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,7,1,2,1,2,1,3,1,"12032016",12,3,2016,12,50,15,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330028,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,8,1,2,1,2,1,3,1,"14032016",14,3,2016,10,40,14,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330029,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,10,1,2,1,2,1,2,1,"12032016",12,3,2016,13,33,17,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330030,3,33,3310,2,476,1505,4864.21990664921,4918.8740629037,12,1,3,1,2,1,2,1,"12032016",12,3,2016,13,25,17,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330031,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,12,1,2,1,2,1,2,1,"04032016",4,3,2016,14,15,17,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330032,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,4,1,2,1,2,1,3,1,"04032016",4,3,2016,8,11,10,34,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330033,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,7,1,2,1,2,1,3,1,"04032016",4,3,2016,13,44,17,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330034,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,9,1,2,1,2,1,2,1,"04032016",4,3,2016,10,11,14,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330035,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,11,1,2,1,2,1,2,1,"03032016",3,3,2016,14,22,18,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330036,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,14,1,2,1,2,1,2,1,"04032016",4,3,2016,17,31,20,37,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330037,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,16,1,2,1,2,1,3,1,"03032016",3,3,2016,13,4,16,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330038,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,18,1,2,1,2,1,3,1,"03032016",3,3,2016,9,15,12,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330039,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,21,1,2,1,2,1,2,1,"03032016",3,3,2016,10,2,14,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330040,3,33,3323,2,92,1110,10701.2837946283,10821.5229383881,25,1,2,1,2,1,3,1,"04032016",4,3,2016,11,6,13,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330041,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,1,1,2,1,2,1,2,1,"23022016",23,2,2016,10,44,14,22,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330042,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,2,1,2,1,2,1,2,1,"23022016",23,2,2016,14,53,17,26,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330043,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,4,1,2,1,2,1,2,1,"24022016",24,2,2016,14,55,17,43,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330044,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,5,1,2,1,2,1,2,1,"24022016",24,2,2016,11,40,14,38,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330045,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,6,1,2,1,2,1,3,1,"24022016",24,2,2016,8,31,11,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330046,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,8,1,2,1,2,1,3,1,"23022016",23,2,2016,10,52,15,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330047,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,14,1,2,1,2,1,3,1,"24022016",24,2,2016,12,38,16,2,15,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,0
330048,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,10,1,2,1,2,1,3,1,"23022016",23,2,2016,16,11,19,22,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330049,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,12,1,2,1,2,1,2,1,"24022016",24,2,2016,8,37,11,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330050,3,33,3318,2,30,1308,3307.66953652146,3344.83436277451,13,1,2,1,2,1,3,1,"24022016",24,2,2016,16,14,19,36,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330051,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,1,1,2,1,2,1,2,1,"10032016",10,3,2016,9,2,12,50,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
330052,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,3,1,2,1,2,1,3,1,"10032016",10,3,2016,9,25,12,9,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330053,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,4,1,2,1,2,1,3,1,"10032016",10,3,2016,16,20,19,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330054,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,6,1,1,2,2,2,2,1,"09032016",9,3,2016,10,32,12,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330055,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,7,1,2,1,2,1,2,1,"10032016",10,3,2016,16,23,19,44,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330056,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,9,1,3,1,2,1,3,1,"09032016",9,3,2016,15,20,18,42,1,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330057,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,10,1,3,1,2,1,3,1,"10032016",10,3,2016,12,24,16,4,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330058,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,16,1,2,1,2,1,2,1,"09032016",9,3,2016,12,26,15,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330059,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,13,1,2,1,2,1,3,1,"09032016",9,3,2016,12,0,15,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330060,3,33,3313,2,930,1306,4864.21990664921,4918.8740629037,15,1,2,1,2,1,2,1,"10032016",10,3,2016,13,1,16,7,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330061,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,1,1,2,1,2,1,3,1,"19032016",19,3,2016,15,30,18,25,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330062,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,4,1,2,1,2,1,3,1,"17032016",17,3,2016,10,22,14,14,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330063,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,8,1,2,1,2,1,3,1,"18032016",18,3,2016,12,10,15,23,15,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,0
330064,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,11,1,2,1,2,1,2,1,"18032016",18,3,2016,14,3,17,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330065,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,14,1,2,1,2,1,3,1,"17032016",17,3,2016,14,20,17,10,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,0
330066,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,18,1,2,1,2,1,2,1,"17032016",17,3,2016,10,12,13,10,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330067,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,21,1,2,1,2,1,2,1,"18032016",18,3,2016,10,11,13,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,0
330068,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,24,1,2,1,2,1,3,1,"18032016",18,3,2016,13,3,16,21,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330069,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,38,1,2,1,2,1,3,1,"18032016",18,3,2016,9,11,12,31,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330070,3,33,3304,2,418,1302,5837.06388797905,5902.64887548444,31,1,2,1,2,1,2,1,"19032016",19,3,2016,10,12,13,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,0
330071,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,1,1,2,1,2,1,2,1,"09032016",9,3,2016,13,52,16,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330072,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,3,1,2,1,2,1,3,1,"07032016",7,3,2016,10,0,13,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330073,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,6,1,2,1,2,1,3,1,"07032016",7,3,2016,13,55,18,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330074,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,24,1,2,1,2,1,3,1,"08032016",8,3,2016,17,58,20,23,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330075,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,10,1,2,1,2,1,3,1,"08032016",8,3,2016,14,11,17,41,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330076,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,12,1,2,1,2,1,2,1,"08032016",8,3,2016,12,50,16,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330077,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,15,1,2,1,2,1,3,1,"09032016",9,3,2016,10,2,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330078,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,26,1,2,1,2,1,2,1,"07032016",7,3,2016,12,27,16,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330079,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,19,1,2,1,2,1,2,1,"07032016",7,3,2016,9,15,12,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
330080,3,33,3307,2,688,1003,10312.1462020963,10428.0130133558,21,1,2,1,2,1,2,1,"08032016",8,3,2016,9,20,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340001,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,1,1,2,1,2,1,3,1,"23022016",23,2,2016,8,15,12,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340002,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,2,1,2,1,2,1,2,1,"23022016",23,2,2016,8,30,13,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340003,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,8,1,2,1,2,1,4,1,"24022016",24,2,2016,9,30,18,20,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340004,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,11,1,2,1,2,1,2,1,"24022016",24,2,2016,14,1,19,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340005,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,35,1,2,1,2,1,4,1,"23022016",23,2,2016,8,45,13,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340007,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,42,1,3,1,2,1,3,1,"24022016",24,2,2016,8,2,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340008,2,34,3401,2,0,0,5961.35954471517,6345.96338630969,0,1,3,1,2,1,2,1,"17032016",17,3,2016,14,0,17,25,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340009,2,34,3401,2,526,1201,5961.35954471517,6345.96338630969,45,1,2,1,2,1,2,1,"24022016",24,2,2016,8,15,13,30,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340010,2,34,3404,2,0,0,5961.35954471517,6345.96338630969,0,1,2,2,2,2,3,1,"18032016",18,3,2016,8,30,14,12,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340011,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,2,1,2,1,2,1,3,1,"25022016",25,2,2016,8,35,12,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340012,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,4,1,2,1,2,1,2,1,"25022016",25,2,2016,8,40,12,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340013,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,7,1,2,1,2,1,4,1,"25022016",25,2,2016,8,19,13,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340014,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,9,1,2,1,2,1,2,1,"27022016",27,2,2016,9,37,14,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340015,2,34,3405,2,0,0,3273.69574997918,3484.90192739719,0,1,2,1,2,1,2,1,"17032016",17,3,2016,8,45,12,59,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340016,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,14,1,2,1,2,1,3,1,"27022016",27,2,2016,8,24,13,9,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340017,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,16,1,2,1,2,1,4,1,"26022016",26,2,2016,9,5,14,20,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340018,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,19,1,2,1,2,1,2,1,"26022016",26,2,2016,9,0,13,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340019,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,21,1,2,1,2,1,3,1,"26022016",26,2,2016,8,16,12,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340020,2,34,3415,2,268,1109,3273.69574997918,3484.90192739719,28,1,2,1,2,1,4,1,"27022016",27,2,2016,9,20,12,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340021,2,34,3405,2,0,0,3435.35973763247,3656.99584973779,0,1,2,1,2,1,2,1,"30042016",30,4,2016,11,30,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,0
340022,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,7,1,2,1,2,1,3,1,"02032016",2,3,2016,9,2,14,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340023,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,43,1,2,1,2,1,2,1,"02032016",2,3,2016,8,35,12,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340025,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,18,1,2,1,2,1,3,1,"03032016",3,3,2016,10,25,14,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340026,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,21,1,2,1,2,1,4,1,"23032016",23,3,2016,8,45,13,59,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340027,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,25,1,2,1,2,1,4,1,"03032016",3,3,2016,8,44,14,12,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340028,2,34,3402,2,0,0,3435.35973763247,3656.99584973779,0,1,2,1,2,1,2,1,"26042016",26,4,2016,14,23,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,0
340029,2,34,3405,2,0,0,3435.35973763247,3656.99584973779,0,1,3,1,2,1,2,1,"03032016",3,3,2016,13,45,18,50,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340030,2,34,3405,2,1706,1004,3435.35973763247,3656.99584973779,51,1,2,1,2,1,2,1,"03032016",3,3,2016,8,10,12,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340031,2,34,3408,2,0,0,,,0,1,1,1,1,1,1,1,"07032016",7,3,2016,10,10,10,25,1,,,,,,,,,,,,,,,,,,,,,,1,4,,4,0,0
340032,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,4,1,2,1,2,1,4,1,"28022016",28,2,2016,9,25,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340033,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,7,1,2,1,2,1,3,1,"28022016",28,2,2016,8,25,13,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340034,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,10,1,2,1,2,1,2,1,"28022016",28,2,2016,8,55,12,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340035,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,13,1,2,1,2,1,3,1,"01032016",1,3,2016,8,15,13,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340036,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,16,1,2,1,2,1,4,1,"29022016",29,2,2016,13,12,16,19,6,,"01032016",1,3,2016,8,22,12,3,16,,,,,,,,,,,,2,1,,1,0,0
340037,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,30,1,2,1,2,1,4,1,"29022016",29,2,2016,8,40,13,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340038,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,22,1,2,1,2,1,3,1,"29022016",29,2,2016,9,50,14,33,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340039,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,24,1,3,1,2,1,2,1,"29022016",29,2,2016,12,47,15,31,6,,"01032016",1,3,2016,8,15,12,44,16,,,,,,,,,,,,1,1,,1,0,0
340040,2,34,3405,2,456,1503,4041.59969133232,4302.34805851505,27,1,2,1,2,1,2,1,"29022016",29,2,2016,8,12,11,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340041,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,1,1,2,1,2,1,2,1,"06032016",6,3,2016,8,10,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340042,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,7,1,2,1,2,1,2,1,"06032016",6,3,2016,13,27,16,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340043,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,12,1,2,1,2,1,4,1,"05032016",5,3,2016,9,16,15,7,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340044,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,18,1,2,1,2,1,2,1,"05032016",5,3,2016,9,30,15,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340045,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,24,1,2,1,2,1,2,1,"04032016",4,3,2016,8,20,13,15,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
340046,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,30,1,2,1,2,1,4,1,"04032016",4,3,2016,8,47,14,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
340047,2,34,3410,2,42,1506,5274.28759718867,5614.56421636214,35,1,3,1,2,1,4,1,"06032016",6,3,2016,9,12,14,55,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
