"hhid","zone","state","lga","sector","ea","ric","wt_wave3","wt_w1_w2_w3","saq7","qno","qno1","ag1","ag2","ag3","saq11","saq12","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","tracked_obs","phonly_hh"
50020,2,5,502,1,2194,1401,6027.42149551488,6416.28739845132,39,1,1,2,2,2,4,1,"20032016",20,3,2016,10,10,12,56,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50021,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,2,1,3,1,2,1,7,2,"02032016",2,3,2016,14,30,17,40,7,,"03032016",3,3,2016,8,10,12,30,8,,,,,,,,,,,,2,1,,1,0,0
50022,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,6,1,2,1,2,1,6,2,"02032016",2,3,2016,9,7,13,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50023,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,10,1,2,1,2,1,8,2,"02032016",2,3,2016,12,8,15,36,10,,"03032016",3,3,2016,10,45,14,52,5,,,,,,,,,,,,2,1,,1,0,0
50024,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,14,1,2,1,2,1,8,2,"02032016",2,3,2016,9,42,11,55,9,,"03032016",3,3,2016,8,38,10,15,16,,,,,,,,,,,,2,1,,1,0,0
50025,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,18,1,3,1,2,1,7,2,"02032016",2,3,2016,9,50,14,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50026,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,22,1,2,1,2,1,6,2,"03032016",3,3,2016,10,5,13,24,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50027,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,26,1,2,1,2,1,8,2,"03032016",3,3,2016,15,6,16,30,7,,"04032016",4,3,2016,7,38,13,46,8,,,,,,,,,,,,2,1,,1,0,0
50028,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,30,1,2,1,2,1,7,2,"03032016",3,3,2016,12,35,17,15,8,,"04032016",4,3,2016,8,15,12,5,7,,,,,,,,,,,,2,1,,1,0,0
50029,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,41,1,2,1,2,1,7,2,"04032016",4,3,2016,12,10,17,40,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50030,2,5,515,2,18,1208,6491.06930286218,6909.84796756296,33,1,2,1,2,1,6,2,"04032016",4,3,2016,10,14,13,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50031,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,3,1,2,1,2,1,3,1,"27022016",27,2,2016,9,6,13,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50032,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,1,1,2,1,1,1,4,1,"26022016",26,2,2016,9,42,13,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50033,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,6,1,2,1,2,1,3,1,"27022016",27,2,2016,14,16,17,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50034,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,8,1,2,1,2,1,3,1,"26022016",26,2,2016,8,43,12,23,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50035,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,10,1,2,1,2,1,4,1,"26022016",26,2,2016,13,30,16,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50036,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,12,1,2,1,2,1,5,1,"26022016",26,2,2016,10,15,12,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50037,2,5,502,2,0,0,4752.39002530981,5058.99583339431,0,1,2,2,1,1,4,2,"26042016",26,4,2016,9,10,11,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,0
50038,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,17,1,2,1,2,1,4,1,"27022016",27,2,2016,9,3,13,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50039,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,19,1,2,1,2,1,5,1,"26022016",26,2,2016,14,30,17,35,7,,"27022016",27,2,2016,14,15,17,56,16,,,,,,,,,,,,2,1,,1,0,0
50040,2,5,502,2,3878,1301,4752.39002530981,5058.99583339431,21,1,2,1,2,1,5,1,"26022016",26,2,2016,8,36,14,20,8,,"27022016",27,2,2016,9,2,14,5,16,,,,,,,,,,,,2,1,,1,0,0
50041,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,4,1,2,1,2,1,6,2,"20032016",20,3,2016,14,58,16,29,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50042,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,5,1,3,1,2,1,7,2,"20032016",20,3,2016,8,10,12,20,7,,"21032016",21,3,2016,12,28,17,20,16,,,,,,,,,,,,1,1,,1,0,0
50043,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,7,1,2,1,2,1,8,2,"20032016",20,3,2016,12,56,18,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50044,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,8,1,2,1,2,1,8,2,"21032016",21,3,2016,7,20,13,8,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50045,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,10,1,2,1,2,1,7,2,"20032016",20,3,2016,8,15,12,5,8,,"21032016",21,3,2016,12,25,16,45,16,,,,,,,,,,,,2,1,,1,0,0
50046,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,11,1,3,1,2,1,6,2,"20032016",20,3,2016,10,35,14,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50047,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,13,1,2,1,2,1,8,2,"21032016",21,3,2016,13,15,19,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50048,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,16,1,3,1,2,1,7,2,"20032016",20,3,2016,12,15,16,40,9,,"21032016",21,3,2016,8,20,12,22,16,,,,,,,,,,,,2,1,,1,0,0
50049,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,17,1,3,1,2,1,6,2,"21032016",21,3,2016,8,43,13,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50050,2,5,504,2,708,1102,4056.91831428886,4318.65497972685,20,1,2,1,2,1,8,2,"20032016",20,3,2016,8,14,12,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50051,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,1,1,2,1,2,1,4,1,"06032016",6,3,2016,15,26,17,29,11,,"07032016",7,3,2016,8,10,9,44,16,,,,,,,,,,,,2,1,,1,0,0
50052,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,5,1,2,1,2,1,3,1,"07032016",7,3,2016,9,13,14,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50053,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,8,1,2,1,2,1,3,1,"05032016",5,3,2016,16,30,19,23,9,,"06032016",6,3,2016,8,6,12,10,6,,,,,,,,,,,,2,1,,1,0,0
50054,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,12,1,2,1,2,1,3,1,"05032016",5,3,2016,10,22,16,11,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50055,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,15,1,2,1,2,1,3,1,"06032016",6,3,2016,12,36,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50056,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,19,1,2,1,2,1,5,1,"04032016",4,3,2016,12,40,16,50,8,,"05032016",5,3,2016,12,45,15,8,4,,"06032016",6,3,2016,13,40,15,25,3,,2,1,,1,0,0
50057,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,22,1,2,1,2,1,5,1,"04032016",4,3,2016,16,55,18,20,5,,"05032016",5,3,2016,15,20,17,50,3,,"06032016",6,3,2016,15,31,18,20,5,,2,1,,1,0,0
50058,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,28,1,2,1,2,1,5,1,"04032016",4,3,2016,9,5,12,35,5,,"05032016",5,3,2016,9,50,12,40,3,,"06032016",6,3,2016,10,2,13,32,5,,2,1,,1,0,0
50059,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,29,1,3,1,2,1,4,1,"05032016",5,3,2016,13,28,16,43,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50060,2,5,513,2,348,1007,1159.11951836825,1233.9014227791,26,1,2,1,2,1,4,1,"05032016",5,3,2016,17,2,18,10,9,,"06032016",6,3,2016,9,50,13,1,16,,,,,,,,,,,,2,1,,1,0,0
50061,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,3,1,2,1,2,1,6,2,"16032016",16,3,2016,15,16,18,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50062,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,7,1,3,1,2,1,8,2,"16032016",16,3,2016,12,50,18,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50063,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,11,1,2,1,2,1,7,2,"17032016",17,3,2016,8,10,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50064,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,23,1,2,1,2,1,6,2,"17032016",17,3,2016,10,45,15,39,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50065,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,19,1,3,1,2,1,8,2,"17032016",17,3,2016,9,15,13,37,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50066,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,23,1,2,1,2,1,6,2,"16032016",16,3,2016,9,42,14,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50067,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,27,1,3,1,2,1,7,2,"16032016",16,3,2016,8,50,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50068,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,31,1,3,1,2,1,7,2,"17032016",17,3,2016,13,25,16,40,9,,"18032016",18,3,2016,12,20,15,40,16,,,,,,,,,,,,1,1,,1,0,0
50069,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,35,1,2,1,2,1,7,2,"16032016",16,3,2016,13,35,16,20,13,,"17032016",17,3,2016,16,20,18,30,16,,,,,,,,,,,,1,1,,1,0,0
50070,2,5,514,2,710,1507,8577.48443592502,9130.87052856534,39,1,2,1,2,1,8,2,"16032016",16,3,2016,8,22,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50071,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,1,1,2,1,2,1,3,1,"14032016",14,3,2016,15,25,18,26,7,,"15032016",15,3,2016,8,21,11,36,8,,,,,,,,,,,,1,1,,1,0,0
50072,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,3,1,3,1,2,1,3,1,"15032016",15,3,2016,11,47,17,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50073,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,4,1,2,1,2,1,5,1,"15032016",15,3,2016,11,10,12,30,6,,"15032016",15,3,2016,13,45,14,53,4,,"15032016",15,3,2016,16,25,17,34,5,,2,1,,1,0,0
50074,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,6,1,2,2,1,1,4,1,"14032016",14,3,2016,11,3,14,33,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50075,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,18,1,2,1,2,1,4,1,"14032016",14,3,2016,14,48,18,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50076,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,6,1,3,1,2,1,4,1,"15032016",15,3,2016,9,47,13,11,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50077,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,11,1,3,1,2,1,3,1,"14032016",14,3,2016,9,20,15,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50078,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,13,1,1,2,2,2,4,1,"14032016",14,3,2016,18,12,18,40,5,,"15032016",15,3,2016,8,3,9,39,10,,,,,,,,,,,,2,1,,1,0,0
50079,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,15,1,2,1,2,1,5,1,"14032016",14,3,2016,17,17,18,41,7,,"15032016",15,3,2016,7,21,9,32,8,,,,,,,,,,,,1,1,,1,0,0
50080,2,5,501,2,60,1201,3477.35855510474,3701.7042683373,17,1,3,1,2,1,5,1,"14032016",14,3,2016,10,20,16,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50081,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,1,1,2,1,2,1,7,2,"24032016",24,3,2016,13,50,18,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50082,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,3,1,2,1,2,1,8,2,"25032016",25,3,2016,12,50,18,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50083,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,4,1,2,1,2,1,8,2,"25032016",25,3,2016,8,15,12,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50084,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,6,1,2,1,2,1,6,2,"25032016",25,3,2016,8,35,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50085,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,7,1,2,1,2,1,7,2,"25032016",25,3,2016,8,10,13,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50086,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,9,1,2,1,2,1,8,2,"24032016",24,3,2016,9,25,13,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50087,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,11,1,2,1,2,1,6,2,"24032016",24,3,2016,8,45,12,39,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50088,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,12,1,2,1,2,1,7,2,"24032016",24,3,2016,8,30,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50089,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,14,1,2,1,2,1,8,2,"24032016",24,3,2016,13,45,15,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50090,2,5,516,2,942,1408,6027.42149551488,6416.28739845132,15,1,2,1,2,1,6,2,"24032016",24,3,2016,13,43,18,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50091,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,2,1,3,1,2,1,5,1,"01032016",1,3,2016,11,23,15,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50092,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,6,1,3,1,2,1,5,1,"02032016",2,3,2016,7,15,14,11,7,,"03032016",3,3,2016,13,22,15,37,7,,,,,,,,,,,,1,1,,1,0,0
50093,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,9,1,2,1,2,1,4,1,"03032016",3,3,2016,8,10,11,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50094,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,13,1,2,1,2,1,4,1,"02032016",2,3,2016,12,1,15,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50095,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,16,1,2,1,1,1,5,1,"03032016",3,3,2016,10,16,14,10,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50096,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,20,1,1,2,2,2,4,1,"02032016",2,3,2016,15,50,17,52,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50097,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,24,1,3,1,2,1,3,1,"02032016",2,3,2016,13,39,19,39,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50098,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,27,1,2,1,2,1,3,1,"02032016",2,3,2016,8,16,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50099,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,31,1,2,1,2,1,3,1,"03032016",3,3,2016,12,10,16,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50100,2,5,508,2,984,1104,9852.51590613009,10488.1620936224,34,1,3,1,2,1,3,1,"03032016",3,3,2016,7,21,12,0,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50101,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,1,1,2,1,2,1,8,2,"05032016",5,3,2016,17,10,18,30,6,,"06032016",6,3,2016,12,15,17,25,16,,,,,,,,,,,,2,1,,1,0,0
50102,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,2,1,2,1,2,1,8,2,"05032016",5,3,2016,8,50,11,43,8,,"06032016",6,3,2016,7,38,11,45,16,,,,,,,,,,,,2,1,,1,0,0
50103,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,4,1,1,2,2,2,7,2,"06032016",6,3,2016,12,20,16,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50104,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,5,1,1,2,2,2,6,2,"05032016",5,3,2016,13,20,17,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50105,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,8,1,1,2,2,2,6,2,"06032016",6,3,2016,9,12,12,29,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50106,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,7,1,1,2,2,2,6,2,"05032016",5,3,2016,10,30,13,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50107,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,10,1,1,2,2,2,8,2,"05032016",5,3,2016,12,9,16,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50109,2,5,514,1,2036,1307,2962.19432471885,3547.46659048991,13,1,1,2,2,2,7,2,"05032016",5,3,2016,13,25,18,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50110,2,5,514,1,2036,1307,2962.19432471885,,14,1,3,1,2,1,7,2,"05032016",5,3,2016,9,10,13,20,9,,"06032016",6,3,2016,8,20,12,10,16,,,,,,,,,,,,2,1,,1,0,0
50112,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,23,1,2,1,2,1,4,1,"12032016",12,3,2016,9,15,14,8,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50113,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,5,1,2,1,2,1,3,1,"11032016",11,3,2016,12,17,18,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50114,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,8,1,3,1,1,1,4,1,"11032016",11,3,2016,16,40,18,13,9,,"12032016",12,3,2016,15,25,18,4,6,,,,,,,,,,,,2,1,,1,0,0
50115,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,10,1,1,2,2,2,4,1,"10032016",10,3,2016,13,2,16,37,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50116,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,12,1,2,1,2,1,3,1,"09032016",9,3,2016,11,20,16,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50117,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,14,1,2,1,2,1,3,1,"10032016",10,3,2016,13,21,15,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50118,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,16,1,2,1,2,1,5,1,"12032016",12,3,2016,14,30,15,30,8,,"12032016",12,3,2016,16,12,16,45,7,,,,,,,,,,,,1,1,,1,0,0
50119,2,34,3410,2,0,0,6568.34393742006,6992.1080624149,0,1,3,1,2,1,4,1,"18032016",18,3,2016,9,12,15,32,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50120,2,5,508,2,718,1504,6568.34393742006,6992.1080624149,21,1,2,1,2,1,5,1,"11032016",11,3,2016,14,39,17,25,7,,"12032016",12,3,2016,9,50,13,30,8,,,,,,,,,,,,2,1,,1,0,0
50121,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,1,1,1,2,2,2,8,2,"23032016",23,3,2016,12,32,19,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50122,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,2,1,1,2,2,2,6,2,"23032016",23,3,2016,8,42,11,19,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50123,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,3,1,1,2,2,2,7,2,"22032016",22,3,2016,9,15,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50124,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,4,1,2,1,2,1,6,2,"22032016",22,3,2016,9,17,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50125,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,5,1,3,1,2,1,7,2,"23032016",23,3,2016,8,10,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50126,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,6,1,1,2,2,2,6,2,"23032016",23,3,2016,11,35,14,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50127,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,7,1,1,2,2,2,8,2,"23032016",23,3,2016,7,30,12,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50128,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,8,1,1,2,2,2,8,2,"22032016",22,3,2016,13,8,19,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50129,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,9,1,1,2,2,2,7,2,"22032016",22,3,2016,13,25,16,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50130,2,5,510,1,872,1405,1738.67927755237,1850.85213416865,10,1,1,2,2,2,8,2,"22032016",22,3,2016,8,20,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50131,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,1,1,2,1,1,1,4,1,"28022016",28,2,2016,9,42,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50132,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,3,1,3,1,1,1,5,1,"28022016",28,2,2016,12,10,16,2,8,,"29022016",29,2,2016,11,50,17,5,6,,,,,,,,,,,,2,1,,1,0,0
50133,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,26,1,2,1,2,1,4,1,"29022016",29,2,2016,8,10,11,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50134,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,8,1,2,1,1,1,5,1,"29022016",29,2,2016,9,30,13,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50135,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,11,1,2,1,2,1,4,1,"28022016",28,2,2016,13,40,17,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50136,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,13,1,3,1,2,1,3,1,"29022016",29,2,2016,9,22,13,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50137,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,28,1,3,1,1,1,5,1,"28022016",28,2,2016,8,15,12,5,8,,"29022016",29,2,2016,7,50,11,36,7,,,,,,,,,,,,2,1,,1,0,0
50138,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,18,1,2,1,2,1,3,1,"28022016",28,2,2016,13,20,16,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50139,2,5,518,2,1588,1409,3129.62269959426,3331.53384150357,21,1,2,1,2,1,3,1,"28022016",28,2,2016,9,10,13,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50140,1,31,3105,1,0,0,3129.62269959426,3331.53384150357,0,1,1,2,2,2,4,1,"24032016",24,3,2016,11,0,14,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50141,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,2,1,2,1,2,1,6,2,"19032016",19,3,2016,8,47,13,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50142,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,7,1,2,1,2,1,6,2,"18032016",18,3,2016,14,8,18,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50143,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,13,1,3,1,2,1,7,2,"18032016",18,3,2016,9,4,13,9,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50144,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,18,1,3,1,2,1,8,2,"18032016",18,3,2016,8,25,13,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50145,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,23,1,2,1,2,1,6,2,"18032016",18,3,2016,9,16,13,19,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50146,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,28,1,3,1,2,1,7,2,"18032016",18,3,2016,13,34,18,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50147,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,34,1,2,1,2,1,8,2,"18032016",18,3,2016,14,55,18,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50148,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,39,1,3,1,2,1,7,2,"19032016",19,3,2016,8,45,12,57,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0
50149,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,44,1,3,1,2,1,8,2,"19032016",19,3,2016,7,15,12,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
50150,2,5,510,2,1516,1305,6143.3334473517,6539.67754072923,49,1,2,1,2,1,8,2,"19032016",19,3,2016,13,47,19,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,0
