"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3b","s1q4","s1q4a","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q11","s1q12","s1q12a","s1q12a_os","s1q12b","s1q12c","s1q13","s1q15","s1q16","s1q16b","s1q17","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q28b","s1q29","s1q30","s1q31a","s1q31b","s1q31c","s1q31d","s1q32","s1q33","s1q34","s1q34b","s1q35","s1q36","s1q36b","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41"
5,32,3223,2,578,320038,1,1,1,,70,1,2,,,,6,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320038,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320038,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,"OBIO/AKPOR",3215,"RIVERS",32,,,,,,,,,,,,,
5,32,3223,2,578,320038,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"move to stay with sister",1,1,"GOKANA",3212,"RIVERS",32,,,,,,,,,,,,,
5,32,3223,2,578,320038,5,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"MOVE TO STAY WITH SISTER",1,1,"GOKANA",3212,"RIVERS",32,,,,,,,,,,,,,
5,32,3223,2,578,320038,6,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"MOVE TO STAY WITH SISTER",1,1,"OBIO/AKPOR",3215,"RIVERS",32,,,,,,,,,,,,,
5,32,3223,2,578,320038,7,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"MOVE TO STAY WITH SISTER",1,1,"OBIO/AKPOR",3215,"RIVERS",32,,,,,,,,,,,,,
5,32,3209,1,0,320039,1,2,1,,70,1,2,,,,6,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,0,320039,2,2,3,,40,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,0,320039,3,2,3,,38,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,0,320039,4,1,3,,31,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,0,320039,5,2,6,,13,1,2,,,,7,,,,,11,"DUMB PERSON",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,0,320039,6,1,3,,24,1,1,5,1,1992,7,,,,,11,"OGONI",1,2,2,5,10,,1,2,,2,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,1,2,1,,55,1,2,,,,6,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,2,1,3,,31,1,2,,,,1,2,,1,8,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,3,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,4,1,3,,26,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,5,2,3,,24,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,6,2,3,,22,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,7,1,3,,18,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,8,2,11,,26,1,2,,,,1,2,,1,2,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,9,1,3,,16,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,10,2,6,,6,1,1,10,7,2009,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,11,1,6,,3,1,1,23,5,2012,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,12,2,6,,2,1,1,16,9,2013,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,13,1,6,,0,1,1,11,5,2015,7,,,,,11,"NONE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,14,1,6,,1,1,1,23,5,2014,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,15,1,6,,1,1,1,29,1,2015,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,16,1,6,,1,1,1,24,5,2014,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3223,2,578,320040,17,2,6,,5,1,1,11,2,2011,7,,,,,11,"OGONI",2,,2,1,10,,1,2,,1,26,1,,2,,1,26,1,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,1,1,1,,47,1,2,,,,1,2,,1,2,11,"NDONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,2,2,2,,42,1,2,,,,1,2,,1,1,11,"NDONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,3,1,3,,16,1,2,,,,2,1,,1,1,11,"NDONI1",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,4,1,3,,14,1,2,,,,2,1,,1,1,11,"NDONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,5,2,3,,8,1,2,,,,2,2,,1,1,11,"NDONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320041,6,2,3,,6,1,1,24,4,2009,2,2,,1,1,11,"NDONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320042,1,1,1,,36,1,2,,,,1,2,,1,2,11,"AKWA IBOM",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320042,2,2,2,,27,1,2,,,,1,2,,1,1,11,"AKWA IBOM",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320042,3,2,3,,5,1,1,99,99,2010,7,,,,,11,"AKWA IBOM",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320042,4,2,9,,11,1,2,,,,7,,,,,11,"AKWA IBOM",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320043,1,2,1,,43,1,2,,,,5,,,,,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320043,2,1,3,,11,1,2,,,,7,,,,,11,"ELEME",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320043,3,2,3,,9,1,2,,,,7,,,,,11,"ELEME",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320043,4,1,3,,8,1,2,,,,7,,,,,11,"ELEME",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320043,5,1,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OGOJA",916,"CROSSRIVER",9,,,,,,,,,,,,,
5,32,3209,1,1208,320043,6,2,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,1,"OGOJA",916,"CROSSRIVER",9,,,,,,,,,,,,,
5,32,3209,1,1208,320044,1,1,1,,46,1,2,,,,1,2,,1,2,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,2,2,2,,38,1,2,,,,1,2,,1,1,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,3,2,3,,13,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,4,1,3,,11,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,5,2,3,,9,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,6,2,3,,7,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,7,2,9,,23,1,2,,,,7,,,,,11,"OGONI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320044,8,2,3,,4,1,1,2,9,2011,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,1,1,1,,40,1,2,,,,1,2,,1,2,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,2,2,2,,37,1,2,,,,1,2,,1,1,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,3,1,3,,6,1,1,26,7,2009,7,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,4,1,9,,22,1,2,,,,7,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,5,1,3,,4,1,1,27,8,2011,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320045,6,2,3,,2,1,1,22,7,2013,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,1,1,1,,53,1,2,,,,2,1,,1,2,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,2,2,2,,43,1,2,,,,2,2,,1,1,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,3,2,3,,27,1,2,,,,7,,,,,11,"OGONI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,4,2,3,,25,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,5,2,3,,23,1,2,,,,7,,,,,11,"OGONI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,6,1,3,,22,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,7,2,3,,18,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,8,2,3,,16,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,9,2,3,,14,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,10,2,3,,12,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,11,2,2,,21,1,2,,,,2,2,,1,1,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320047,12,2,3,,0,1,1,21,6,2015,7,,,,,11,"TOO YOUNG",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,1,1,1,,50,1,2,,,,1,2,,1,2,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,2,2,2,,40,1,2,,,,1,2,,1,1,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,3,2,3,,21,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,4,1,3,,18,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,5,2,3,,17,1,2,,,,7,,,,,11,"OGONI1",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,6,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"TO STAY WITH A RELATIVE",1,1,"ELEME",3209,"RIVERS",32,,,,,,,,,,,,,
5,32,3209,1,1208,320048,7,1,3,,10,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320048,8,2,3,,7,1,2,,,,7,,,,,11,"OGONI",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,1,1,1,,43,1,2,,,,1,2,,1,2,11,"OGONI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,2,2,2,,38,1,2,,,,1,2,,1,1,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,3,1,3,,6,1,1,99,99,2009,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,4,1,3,,4,1,1,16,8,2010,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,5,1,3,,3,1,1,16,10,2012,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320049,6,1,7,,30,1,2,,,,7,,,,,11,"OGONI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,1,1,1,,57,1,2,,,,1,2,,1,2,11,"ELEME1",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,2,2,2,,54,1,2,,,,1,2,,1,1,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,3,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,1,"ELEME",3209,"RIVERS",32,,,,,,,,,,,,,
5,32,3209,1,1208,320050,4,1,3,,29,1,2,,,,7,,,,,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,5,1,3,,27,1,2,,,,7,,,,,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,6,1,3,,25,1,2,,,,7,,,,,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,7,2,3,,15,1,2,,,,7,,,,,11,"ELEME",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3209,1,1208,320050,8,2,9,,19,1,2,,,,7,,,,,11,"ELEME",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,1,1,14,"FORMER HEAD (DEAD)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,2,2,1,,40,1,2,,,,6,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,3,1,3,,21,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,4,1,3,,18,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,5,1,3,,13,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320051,6,1,3,,16,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,1,1,1,,65,1,2,,,,1,2,,1,2,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,2,2,2,,56,1,2,,,,1,2,,1,1,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,3,2,3,,30,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,4,1,3,,28,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,5,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,4,1,"IKWERRE",3213,"RIVERS",32,,,,,,,,,,,,,
5,32,3213,2,128,320052,6,1,3,,20,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,7,2,3,,18,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,8,1,3,,16,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,9,1,3,,14,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,10,2,6,,10,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320052,11,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,4,1,"IKWERRE",3213,"RIVERS",32,,,,,,,,,,,,,
5,32,3213,2,128,320052,12,2,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,4,1,"IKWERRE",3213,"RIVERS",32,,,,,,,,,,,,,
5,32,3213,2,128,320053,1,1,1,,54,1,2,,,,1,2,,1,2,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,2,2,2,,39,1,2,,,,1,2,,1,1,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,3,1,3,,25,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,4,1,3,,21,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,5,1,3,,17,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,6,2,3,,15,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,7,1,3,,11,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,8,1,3,,7,1,2,,,,7,,,,,11,"IKWERRE",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,1,1,1,,37,1,2,,,,1,2,,1,2,11,"OGINI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,2,2,2,,25,1,2,,,,1,2,,1,1,11,"OGINI",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,3,2,10,,56,1,2,,,,6,,,,,11,"OGINI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,4,1,7,,12,1,2,,,,7,,,,,11,"OGINI",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,5,2,7,,34,1,1,11,4,1982,5,,,,,11,"OGINI",1,2,2,2,4,,1,2,,2,16,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,6,2,7,,23,1,1,99,99,1992,7,,,,,11,"OGINI",1,2,2,2,5,,1,2,,2,16,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,7,2,7,,10,1,1,99,99,2006,7,,,,,11,"OGINI",2,,2,1,1,,1,2,,1,0,8,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320054,8,2,7,,5,1,1,99,99,2011,7,,,,,11,"OGINI",2,,2,2,1,,1,2,,1,0,8,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,1,1,1,,58,1,2,,,,1,2,,1,2,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,2,2,2,,46,1,2,,,,1,2,,1,1,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,3,1,3,,27,1,2,,,,7,,,,,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,4,2,3,,7,1,2,,,,7,,,,,7,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,5,1,3,,16,1,2,,,,7,,,,,7,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,6,2,9,,32,1,2,,,,7,,,,,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320055,7,1,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,1,"OBIO/AKPOR",3215,"RIVERS",32,,,,,,,,,,,,,
5,32,3215,1,4712,320055,8,2,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,1,"PORTHARCOURT",3222,"RIVERS",32,,,,,,,,,,,,,
5,32,3215,1,4712,320056,1,2,1,,64,1,2,,,,6,,,,,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320056,2,1,3,,30,1,2,,,,7,,,,,7,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,1,2,1,,45,1,2,,,,1,2,,2,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,2,1,3,,20,1,2,,,,7,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,3,1,3,,16,1,2,,,,7,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,4,2,3,,11,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,5,2,3,,8,1,2,,,,7,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,0,320057,6,2,3,,23,1,2,,,,7,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,1,1,1,,33,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,2,1,7,,31,1,2,,,,7,,,,,11,"IKWERRE",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,3,1,7,,29,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,4,2,14,"COUSIN",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"BRASS",601,"BAYELSA",6,,,,,,,,,,,,,
5,32,3215,1,4712,320061,5,1,8,,29,1,2,,,,7,,,,,11,"IKERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,6,1,14,"COUSIN",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"BRASS",601,"BAYELSA",6,,,,,,,,,,,,,
5,32,3215,1,4712,320061,7,1,8,,33,1,2,,,,7,,,,,11,"IKWERRE",1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,3215,1,4712,320061,8,2,14,"COUSIN",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,"SURULERE",2420,"LAGOS",24,,,,,,,,,,,,,
