"zone","state","lga","sector","ea","hhid","death_num","s15bq3","s15bq4","s15bq5a","s15bq5b","s15bq5c","s15bq6","s15bq6b"
3,20,2025,2,760,200107,1,2,95,99,1,13,5,
3,20,2025,2,1304,200116,1,1,54,99,1,13,2,
3,20,2025,2,1304,200118,1,1,3,99,1,13,1,
3,20,2025,2,1304,200119,1,2,20,17,2,16,1,
3,20,2019,2,344,200123,1,2,4,99,2,14,1,
3,20,2019,2,344,200123,2,1,5,0,9,13,1,
3,20,2019,2,344,200123,3,1,7,0,13,1,1,
3,20,2019,2,344,200124,1,1,80,19,12,15,1,
3,20,2019,2,344,200125,1,2,2,3,9,14,5,
3,20,2019,2,344,200126,1,2,0,25,11,15,2,
3,20,2019,2,344,200127,1,1,4,19,8,11,1,
3,20,2019,2,344,200129,1,2,95,28,2,16,1,
3,20,2019,2,344,200130,1,1,60,20,12,15,1,
3,20,2009,2,240,200131,1,1,97,20,11,15,1,
3,20,2009,2,240,200132,1,1,60,17,12,15,1,
3,20,2009,2,240,200133,1,1,4,12,10,14,1,
3,20,2009,2,240,200134,1,1,99,14,5,15,1,
3,20,2009,2,240,200139,1,2,9,25,11,15,5,
3,20,2009,2,240,200139,2,1,9,22,11,15,4,
3,20,2009,2,240,200140,1,1,92,99,4,13,5,
3,20,2008,2,1474,200142,1,1,55,18,11,15,1,
3,20,2008,2,1474,200143,1,1,1,17,12,15,1,
3,20,2008,2,1474,200143,2,1,3,20,11,15,1,
3,20,2008,2,1474,200143,3,1,2,3,1,16,5,
3,20,2008,2,1474,200144,1,2,60,20,9,13,1,
3,20,2008,2,1474,200147,1,1,58,99,4,13,1,
3,20,2008,2,1474,200149,1,2,22,99,10,15,1,
3,20,2013,2,1232,200155,1,1,80,99,3,14,1,
3,20,2028,2,498,200163,1,2,65,99,2,13,1,
3,20,2028,2,498,200165,1,1,0,12,8,15,1,
3,20,2028,2,498,200165,2,2,2,15,3,13,1,
3,20,2012,1,844,200182,1,1,58,20,10,14,1,
3,20,2012,1,844,200184,1,1,42,12,9,15,5,
3,20,2012,1,844,200188,1,1,59,23,4,15,1,
3,21,2106,2,236,210011,1,1,56,8,8,15,1,
3,21,2106,2,236,210020,1,1,78,99,99,13,1,
3,21,2109,2,38,210021,1,2,10,20,4,15,1,
3,21,2109,2,38,210022,1,2,82,16,10,15,1,
3,21,2109,2,38,210026,1,2,0,12,4,15,1,
3,21,2109,2,38,210026,2,1,2,15,6,15,1,
3,21,2119,2,3956,210032,1,2,56,13,7,15,1,
3,21,2119,2,3956,210038,1,2,3,1,11,15,1,
3,21,2119,2,3956,210039,1,1,73,25,5,13,1,
3,21,2119,2,2146,210047,1,2,37,2,3,16,1,
3,21,2115,2,926,210054,1,2,1,15,6,13,1,
3,21,2115,2,926,210057,1,2,1,15,6,13,1,
3,21,2117,2,554,210069,1,2,34,20,5,14,1,
3,21,2108,1,520,210076,1,1,70,26,12,15,1,
3,21,2108,1,520,210077,1,1,0,14,10,14,1,
3,21,2102,2,1124,210082,1,2,12,20,7,14,1,
3,21,2102,2,1124,210084,1,1,80,15,6,13,1,
3,21,2102,2,1124,210089,1,1,40,13,4,14,1,
3,21,2111,2,180,210092,1,1,85,20,12,15,1,
3,21,2111,2,180,210098,1,2,11,11,2,13,1,
3,21,2111,2,180,210098,2,2,7,19,5,14,1,
3,21,2111,2,180,210099,1,2,2,15,2,14,1,
3,21,2111,2,180,210100,1,2,3,15,6,13,1,
1,22,2211,1,806,220010,1,1,50,99,4,14,1,
1,22,2211,1,806,220010,2,2,30,22,3,15,6,"DURING CHILD BIRTH"
1,22,2211,2,594,220014,1,1,68,21,6,13,1,
1,22,2211,2,594,220016,1,2,3,15,2,13,1,
1,22,2211,2,594,220019,1,2,87,14,12,15,1,
1,22,2211,2,594,220020,1,2,3,19,10,15,1,
1,22,2201,2,422,220032,1,2,75,99,8,15,1,
1,22,2209,1,792,220041,1,1,73,7,3,15,1,
1,22,2209,1,792,220045,1,2,46,15,9,13,1,
1,22,2220,1,1296,220051,1,2,20,25,10,14,1,
1,22,2220,1,1296,220058,1,2,7,13,1,13,1,
1,22,2220,1,1296,220058,2,2,73,16,7,15,1,
1,22,2220,1,1296,220060,1,1,72,5,12,15,1,
1,22,2205,2,664,220072,1,2,35,2,1,14,6,"DURING CHILD BIRTH"
1,22,2214,2,1354,220089,1,2,92,4,10,15,2,
1,22,2203,2,266,220111,1,1,90,8,2,16,1,
1,23,2308,1,5180,230003,1,2,74,19,8,15,1,
1,23,2307,1,2316,230013,1,2,48,18,9,14,1,
1,23,2307,1,2316,230015,1,1,74,16,12,14,1,
1,23,2307,1,78,230023,1,2,62,15,8,13,1,
1,23,2307,1,78,230024,1,1,83,15,9,13,1,
1,23,2308,1,556,230046,1,1,67,15,6,15,1,
1,23,2308,1,556,230046,2,1,24,24,11,15,1,
1,23,2315,2,924,230052,1,1,71,10,6,13,1,
6,29,2916,1,0,230088,1,2,8,13,11,15,1,
1,23,2316,1,140,230103,1,2,17,4,6,13,1,
1,23,2316,1,140,230103,2,1,61,15,3,15,1,
1,23,2316,1,140,230108,1,2,7,16,11,15,1,
6,24,2415,1,696,240002,1,1,73,21,2,16,1,
6,24,2403,1,0,240015,1,2,3,15,8,13,1,
6,24,2403,1,674,240031,1,1,3,99,99,14,1,
6,24,2403,1,0,240064,1,1,76,18,4,15,1,
6,24,2405,1,134,240116,1,1,49,21,3,11,1,
6,24,2413,1,306,240128,1,2,2,13,3,13,1,
6,24,2417,1,924,240133,1,2,46,4,11,13,1,
6,24,2408,1,2074,240145,1,1,89,3,2,15,1,
6,24,2407,2,396,240161,1,2,14,30,11,14,1,
6,24,2407,2,396,240170,1,1,57,99,3,13,1,
1,25,2508,1,2788,250004,1,1,4,4,9,14,1,
1,25,2504,2,222,250019,1,2,5,14,5,13,6,"FELT IN SIDE WELL"
1,25,2513,2,128,250043,1,1,23,13,3,13,2,
1,25,2502,2,728,250054,1,1,12,6,4,13,1,
1,25,2502,2,728,250059,1,1,22,8,6,13,1,
1,25,2502,2,728,250059,2,2,15,10,11,14,1,
1,25,2511,2,0,250066,1,1,67,99,5,13,1,
3,33,3304,2,0,250069,1,2,10,9,10,13,1,
3,33,3304,2,0,250069,2,2,7,15,1,15,1,
1,26,2606,1,516,260001,1,2,7,18,5,14,1,
1,26,2618,2,1276,260023,1,1,61,20,7,14,1,
1,26,2618,2,1276,260027,1,1,99,15,5,15,5,
1,26,2618,2,494,260039,1,1,41,10,6,14,1,
1,26,2615,2,2178,260062,1,1,60,20,10,13,1,
1,26,2611,2,424,260084,1,1,50,10,6,12,1,
1,26,2605,2,594,260094,1,2,56,25,10,15,1,
1,26,2605,2,594,260095,1,2,12,7,2,15,1,
1,26,2605,2,594,260098,1,2,4,11,3,14,1,
1,26,2605,2,594,260098,2,2,8,11,2,13,1,
1,26,2603,1,1786,260108,1,2,41,12,10,15,1,
1,26,2603,1,658,260115,1,1,53,17,10,15,1,
1,26,2613,2,2248,260121,1,2,62,7,1,16,1,
1,26,2613,2,2248,260123,1,1,26,1,3,13,2,
1,26,2613,2,2248,260125,1,2,86,2,11,15,1,
1,26,2613,2,2248,260129,1,1,63,1,10,15,1,
1,26,2613,2,2248,260130,1,2,13,18,12,15,1,
1,26,2608,2,820,260132,1,1,3,11,3,13,1,
1,26,2608,2,820,260138,1,1,40,2,3,16,1,
1,26,2608,2,820,260140,1,1,5,11,7,13,1,
1,26,2601,2,822,260147,1,1,65,1,10,14,1,
1,26,2613,2,1462,260155,1,1,11,5,9,15,1,
1,26,2613,2,1462,260157,1,2,70,5,12,15,1,
1,26,2616,2,254,260165,1,2,35,1,2,12,6,"PROCESS OF DELIVERY"
1,26,2616,2,254,260167,1,2,5,15,10,15,1,
1,26,2625,2,926,260175,1,2,14,11,3,14,1,
6,27,2704,2,204,270012,1,2,90,13,3,14,5,
6,27,2715,2,752,270021,1,1,70,15,10,10,1,
6,27,2715,2,0,270023,1,2,98,99,99,10,6,"OLD AGE"
6,27,2709,1,1646,270038,1,1,68,7,1,13,5,
6,27,2712,2,110,270042,1,2,4,99,99,15,5,
6,27,2711,1,710,270057,1,1,17,99,6,14,2,
6,27,2703,1,1612,270065,1,1,80,5,11,15,1,
6,27,2719,2,0,270088,1,1,83,5,3,14,5,
6,27,2719,2,0,270089,1,2,80,99,99,15,1,
6,27,2719,2,100,270090,1,2,70,99,99,14,1,
6,27,2703,1,1076,270100,1,1,59,30,1,13,1,
6,27,2707,1,2136,270101,1,2,80,99,3,14,1,
6,28,2806,1,0,280001,1,1,89,27,9,15,1,
6,28,2806,1,0,280003,1,2,37,29,3,16,1,
6,28,2806,1,164,280011,1,1,52,20,6,14,1,
6,28,2806,1,164,280017,1,1,71,6,12,13,1,
6,28,2804,1,340,280037,1,2,98,22,11,15,1,
6,28,2804,1,340,280039,1,1,88,15,6,15,1,
6,28,2811,2,588,280054,1,1,72,14,11,15,1,
6,28,2816,2,0,280072,1,1,66,28,10,15,1,
6,28,2814,1,0,280089,1,1,1,13,1,16,1,
6,28,2810,1,3722,280109,1,2,1,7,11,13,6,"FELL INSIDE RIVER"
6,28,2813,2,612,280114,1,2,79,15,3,13,1,
6,29,2927,1,0,290017,1,1,80,15,12,15,1,
6,29,2930,1,1418,290026,1,2,25,12,10,14,1,
6,29,2930,1,1300,290034,1,1,90,99,99,13,1,
6,29,2930,1,0,290035,1,2,61,99,12,15,1,
6,29,2909,2,220,290046,1,2,0,9,6,14,1,
6,29,2905,1,384,290065,1,1,50,4,4,15,1,
6,29,2911,1,746,290098,1,2,52,5,8,13,5,
6,29,2911,2,1870,290104,1,2,2,9,3,14,1,
6,29,2923,2,1126,290113,1,2,62,99,10,14,1,
6,29,2923,2,1126,290115,1,1,99,99,99,13,1,
6,29,2902,1,1028,290134,1,1,62,5,5,14,6,"NATURAL DEATH"
6,29,2902,1,1028,290138,1,1,92,99,99,15,1,
6,29,2920,1,0,290155,1,1,50,15,8,14,2,
6,29,2920,1,1210,290160,1,2,64,10,7,15,1,
6,30,3009,1,764,300005,1,1,67,29,12,15,1,
6,30,3007,1,1624,300011,1,2,77,29,12,13,1,
6,30,3018,2,914,300024,1,2,6,16,2,14,1,
6,30,3018,2,914,300025,1,1,96,2,11,14,1,
6,30,3014,2,120,300050,1,1,26,12,5,15,1,
6,30,3010,1,1762,300105,1,1,82,27,8,15,1,
6,30,3009,1,1642,300114,1,1,0,23,9,15,6,"INSIDE SOCK AWAY"
6,30,3030,1,946,300156,1,2,59,20,5,14,1,
6,30,3016,1,390,300163,1,2,41,11,2,13,6,"SNAKEBITE"
6,30,3016,1,390,300164,1,1,75,1,7,13,1,
6,24,2403,1,0,300166,1,1,57,16,8,15,1,
6,24,2403,1,0,300166,2,2,70,27,7,15,1,
6,30,3033,2,0,300184,1,1,95,4,5,15,5,
6,30,3033,2,554,300190,1,2,4,15,11,14,1,
6,30,3015,2,1688,300195,1,1,67,20,10,14,1,
6,30,3032,2,520,300217,1,1,5,2,8,14,1,
6,30,3032,2,520,300220,1,1,7,99,99,10,5,
1,31,3105,1,2914,310001,1,2,52,28,2,16,1,
1,31,3105,1,2914,310003,1,1,31,19,1,15,2,
1,31,3105,1,2914,310005,1,2,74,20,5,14,1,
1,31,3105,1,2914,310006,1,1,68,20,1,13,1,
1,31,3101,2,604,310014,1,1,10,23,6,15,1,
1,31,3101,2,604,310016,1,1,25,99,4,13,6,"FALL AND DIED IN THE CHURCH"
1,31,3101,2,604,310017,1,1,15,14,11,15,1,
1,31,3115,2,680,310024,1,1,50,2,11,14,1,
1,31,3115,2,680,310025,1,1,45,13,4,13,1,
1,31,3111,2,2966,310033,1,1,48,17,4,15,2,
1,31,3107,2,1092,310043,1,2,21,2,1,14,1,
1,31,3107,2,1092,310044,1,2,4,17,9,14,1,
1,31,3107,2,1092,310044,2,1,2,28,11,13,1,
1,31,3107,2,1092,310045,1,1,52,28,10,14,1,
1,31,3107,2,1092,310047,1,2,12,18,6,15,1,
1,31,3107,2,1092,310047,2,1,14,15,2,14,1,
1,31,3107,2,1092,310048,1,1,5,99,3,13,1,
1,31,3107,2,1092,310049,1,2,8,20,4,14,1,
1,31,3107,1,724,310055,1,2,2,14,10,13,1,
1,31,3107,1,724,310056,1,2,82,15,5,13,1,
1,31,3109,2,1026,310073,1,2,18,5,7,12,1,
1,31,3116,2,1344,310091,1,2,8,28,7,13,1,
5,32,3222,1,2780,320016,1,1,74,10,10,15,1,
5,32,3218,2,0,320021,1,1,70,30,3,14,1,
5,32,3218,2,296,320026,1,2,48,7,11,15,1,
5,32,3218,2,296,320030,1,2,75,7,6,13,1,
5,32,3223,2,578,320031,1,1,22,4,6,15,1,
5,32,3223,2,578,320035,1,2,6,28,12,14,1,
5,32,3223,2,578,320037,1,1,36,10,2,15,1,
5,32,3215,1,1896,320069,1,1,3,29,6,14,1,
5,32,3208,2,2244,320085,1,2,82,15,2,15,1,
5,32,3208,2,2244,320086,1,1,50,22,3,14,1,
5,32,3204,1,346,320095,1,1,48,22,4,13,1,
5,32,3204,1,346,320095,2,2,30,8,10,13,1,
5,32,3204,1,346,320096,1,1,24,11,6,14,3,
5,32,3204,1,346,320103,1,1,9,7,1,15,1,
5,32,3222,1,1624,320107,1,2,2,10,12,14,1,
5,32,3201,2,2034,320118,1,1,52,15,5,13,1,
5,32,3203,2,0,320126,1,1,19,30,8,15,2,
5,32,3203,2,2644,320128,1,1,78,22,5,14,2,
5,32,3202,2,84,320135,1,1,75,6,3,13,1,
5,32,3202,2,84,320139,1,1,72,25,7,14,1,
5,32,3202,2,84,320140,1,2,89,15,3,14,1,
5,32,3202,2,84,320141,1,1,38,5,4,14,5,
5,32,3216,2,1184,320146,1,2,70,11,1,15,1,
5,32,3216,2,1184,320146,2,1,50,21,5,14,1,
5,32,3221,2,132,320164,1,1,83,28,12,13,1,
5,32,3213,2,128,320184,1,1,1,20,4,13,1,
5,32,3207,2,1464,320201,1,2,53,15,8,13,1,
5,32,3207,2,1464,320203,1,1,13,5,1,16,2,
5,32,3212,2,314,320205,1,2,80,18,3,14,1,
3,33,3321,1,1182,330002,1,1,0,17,1,13,1,
3,33,3321,1,1182,330004,1,2,3,13,8,13,1,
3,33,3321,1,1182,330005,1,2,7,11,10,15,5,
3,33,3321,1,1182,330006,1,2,78,10,9,14,1,
3,33,3321,1,1182,330007,1,2,4,13,11,15,1,
3,33,3311,1,702,330017,1,2,7,8,11,15,1,
3,33,3311,1,702,330018,1,1,8,8,12,15,1,
3,33,3311,1,702,330018,2,2,6,14,10,15,1,
3,33,3311,1,702,330019,1,1,5,21,9,13,1,
3,33,3310,2,476,330023,1,1,62,99,4,14,1,
3,33,3310,2,476,330026,1,1,73,5,10,15,1,
3,33,3310,2,476,330027,1,1,73,5,10,15,1,
3,33,3323,2,92,330031,1,1,10,17,6,14,1,
3,33,3323,2,92,330032,1,2,67,26,10,15,5,
3,33,3323,2,92,330036,1,2,67,18,2,16,1,
3,33,3323,2,92,330039,1,1,0,2,1,16,1,
3,33,3313,2,930,330051,1,1,2,20,2,13,1,
3,33,3313,2,930,330056,1,1,4,22,12,13,1,
3,33,3313,2,930,330059,1,1,2,20,10,15,1,
3,33,3313,2,930,330060,1,1,4,12,4,15,1,
3,33,3304,2,418,330064,1,2,9,99,7,15,1,
3,33,3307,2,688,330073,1,1,1,10,12,15,1,
3,33,3307,2,688,330074,1,2,3,22,12,14,1,
2,34,3401,2,526,340001,1,2,78,15,10,15,1,
2,34,3401,2,526,340005,1,2,45,15,8,15,6,"THUNDER"
2,34,3405,2,1706,340023,1,2,1,19,9,14,1,
2,34,3405,2,1706,340023,2,1,1,10,5,14,1,
2,34,3402,2,0,340028,1,2,30,99,11,15,2,
2,34,3402,2,0,340028,2,2,6,99,9,15,1,
2,34,3402,2,0,340028,3,1,15,99,10,15,1,
2,34,3402,2,0,340028,4,1,4,99,1,16,1,
2,34,3405,2,1706,340030,1,2,29,19,11,15,1,
2,34,3405,2,456,340033,1,1,80,2,11,15,1,
2,34,3413,2,262,340062,1,1,12,17,10,15,1,
2,34,3403,2,198,340074,1,1,80,13,9,15,1,
2,34,3403,2,198,340075,1,1,43,25,11,14,1,
2,34,3403,2,198,340077,1,1,12,18,12,14,1,
2,34,3403,2,198,340077,2,1,68,5,10,14,1,
2,34,3408,2,870,340085,1,1,6,21,1,16,1,
2,34,3408,2,870,340089,1,2,16,21,4,11,1,
2,35,3503,1,54,350002,1,1,99,10,4,13,1,
2,35,3503,1,54,350003,1,1,22,14,7,13,1,
2,35,3503,1,54,350005,1,2,32,30,5,13,6,"HIV"
2,35,3503,1,54,350005,2,1,41,24,5,13,6,"HIV"
2,35,3515,2,316,350026,1,1,7,9,9,13,1,
2,35,3515,2,316,350029,1,1,4,20,10,15,1,
2,35,3515,2,316,350030,1,2,22,16,10,15,1,
2,35,3516,2,1632,350031,1,2,11,16,11,15,1,
2,35,3516,2,1632,350034,1,2,7,9,9,15,1,
2,35,3516,2,1632,350037,1,2,25,26,2,15,1,
2,35,3506,2,1040,350041,1,2,7,99,99,14,1,
2,35,3506,2,1040,350043,1,1,55,31,12,15,1,
2,35,3506,2,1040,350044,1,2,1,10,1,16,1,
2,35,3506,2,1040,350047,1,1,2,25,6,12,1,
2,35,3506,2,1040,350049,1,2,43,99,3,13,6,"Aftre giving birth"
2,35,3511,2,1646,350055,1,1,72,16,11,15,1,
2,35,3511,2,1646,350056,1,2,1,2,3,16,1,
2,35,3511,2,1646,350058,1,1,10,10,10,13,1,
2,35,3511,2,1646,350058,2,2,7,25,8,14,1,
2,35,3511,2,1646,350058,3,1,45,15,5,14,1,
2,35,3513,2,576,350062,1,2,10,30,10,15,1,
2,35,3513,2,576,350065,1,2,3,30,10,14,1,
2,35,3513,2,576,350066,1,2,13,99,99,15,5,
2,35,3513,1,1278,350080,1,2,18,25,5,14,6,"During labour (When giving birth)"
2,35,3501,2,1228,350088,1,2,40,99,99,13,1,
2,35,3501,1,702,350098,1,1,70,99,99,14,1,
2,35,3501,1,702,350100,1,2,5,99,99,14,1,
2,35,3501,1,702,350100,2,2,0,30,10,15,1,
2,35,3501,1,702,350100,3,2,0,30,10,15,1,
2,35,3509,2,1310,350108,1,2,4,15,10,14,1,
2,35,3509,2,2276,350111,1,1,5,30,4,14,1,
2,35,3509,2,2276,350117,1,2,3,10,4,14,1,
2,35,3509,2,2276,350118,1,1,50,15,11,14,1,
3,36,3607,1,2596,360001,1,1,65,10,10,14,1,
3,36,3607,1,2596,360002,1,1,69,1,2,13,5,
3,36,3605,2,240,360012,1,2,10,14,12,13,1,
3,36,3603,2,978,360024,1,2,57,2,10,14,1,
3,36,3613,2,1066,360041,1,1,22,10,7,14,2,
3,36,3613,2,1066,360042,1,1,43,12,9,15,2,
3,36,3610,2,1826,360051,1,2,38,99,10,13,1,
3,36,3610,2,1826,360052,1,1,1,10,10,15,1,
3,36,3610,2,1826,360055,1,2,10,6,3,14,1,
3,36,3610,2,1826,360057,1,2,18,6,6,15,1,
3,36,3610,2,1826,360058,1,1,48,3,12,15,1,
3,36,3612,1,1474,360073,1,1,3,2,6,14,1,
3,36,3606,2,1956,360083,1,1,20,7,4,15,1,
3,36,3606,2,1956,360083,2,1,54,4,6,14,1,
3,36,3606,2,1956,360086,1,1,76,18,12,15,1,
1,37,3706,1,4144,370007,1,1,55,22,7,14,1,
1,37,3706,1,156,370014,1,1,33,26,5,15,1,
1,37,3706,2,6,370034,1,1,51,9,3,15,1,
