"zone","state","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q4","s1q5","s1q6_day","s1q6_month","s1q6_year","s1q7","s1q8","s1q9","s1q10a","s1q10b","s1q10c","s1q10d","s1q11","s1q12","s1q13","s1q14","s1q15","s1q16","s1q17","s1q18a","s1q18b","s1q18c","s1q19","s1q20","s1q21","s1q21b","s1q22","s1q22b","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27b","s1q28","s1q29","s1q30","s1q31","s1q32","s1q32b","s1q33","s1q33b","s1q34","s1q35","s1q36a","s1q36b","s1q36c","s1q36d","s1q37","s1q38","s1q39","s1q39b","s1q40","s1q41","s1q42","s1q42b","s1q43","s1q43b","s1q44","s1q44b","s1q45","s1q46","s1q46b","trackingobs"
2,8,812,2,866,80086,2,2,2,45,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80086,3,2,3,19,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,1,1,1,35,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,2,,2,,2,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,2,2,2,36,2,,,,1,,,,,,,1,1,1,1,,1,,,,,1,,,,2,,2,,2,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,3,2,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,2,,1,1,,16,1,,1,2,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,4,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,2,,1,1,,16,1,,1,2,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,5,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,2,,1,1,,16,1,,1,2,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80087,6,2,3,1,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,2,,1,1,,16,1,,1,2,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,1,1,1,36,2,,,,2,1,2,2001,2002,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,2,2,2,28,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,3,1,3,9,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,4,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,5,1,3,4,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,6,2,3,1,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,7,2,2,27,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,8,2,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,9,2,3,4,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80088,10,1,3,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,1,1,1,70,2,,,,2,1,2,1983,1991,,,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,2,2,2,40,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,3,1,3,26,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,4,2,2,38,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,5,1,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,6,1,3,15,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,7,1,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,8,2,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,9,2,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,10,1,3,9,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80089,11,2,3,2,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80090,1,1,1,68,2,,,,2,1,2,1984,1990,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80090,2,2,2,42,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80090,3,1,3,19,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80090,4,2,2,38,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80090,5,2,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,1,1,1,51,2,,,,2,1,2,1986,1994,,,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,2,2,2,40,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,3,1,3,20,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,4,1,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,5,2,3,9,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,6,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,7,2,2,40,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,8,1,3,24,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,9,1,3,19,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,10,2,3,17,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,11,1,3,9,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80091,12,1,3,6,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80092,1,1,1,38,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80092,2,2,2,25,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80092,3,1,3,7,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80092,4,1,3,4,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80093,1,1,1,28,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,2,,1,16,1,,2,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,1,1,1,60,2,,,,1,1,1,1985,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,2,2,2,38,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,3,1,3,13,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,4,1,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,5,1,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,6,2,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80094,7,1,3,4,2,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,1,1,1,40,2,,,,1,2,,,,,,1,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,2,2,2,30,2,,,,1,2,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,3,2,3,9,2,,,,7,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,4,1,3,6,2,,,,7,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,5,1,3,3,2,,,,7,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80095,6,1,3,0,1,14,12,2010,7,,,,,,,,,2,1,,,,,,,,6,1,,2,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80096,1,1,1,52,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80096,2,2,2,40,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80097,1,1,1,35,2,,,,1,,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80097,2,2,2,30,2,,,,1,,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80097,3,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80097,4,2,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,1,1,1,42,2,,,,1,,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,2,2,2,36,2,,,,1,,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,3,2,3,11,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,4,2,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,5,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,6,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,7,2,10,65,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,8,2,10,39,2,,,,6,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,9,2,9,21,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,10,1,9,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,11,1,9,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80098,12,1,9,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,1,1,1,66,2,,,,2,1,3,1964,1990,1992,,1,2,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,2,2,2,46,2,,,,2,,,,,,,1,1,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,3,1,3,26,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,4,2,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,5,1,3,15,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,6,2,2,40,2,,,,2,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,7,2,3,20,2,,,,4,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,8,2,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,9,2,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,10,1,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,11,2,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,12,1,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,13,2,2,37,2,,,,2,,,,,,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,14,2,3,19,2,,,,4,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,15,1,3,14,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,16,2,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,17,2,3,10,,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80099,18,1,3,8,,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,1,1,1,45,2,,,,1,1,1,1991,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,2,2,2,33,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,3,1,3,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,4,1,3,15,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,5,2,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,6,2,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,7,1,3,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,805,2,46,80100,8,1,3,0,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80101,1,1,1,72,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80101,2,2,2,63,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80101,3,1,6,18,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,1,1,1,40,2,,,,2,1,2,1992,1995,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,2,2,2,30,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,3,1,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,4,1,3,10,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,5,1,3,8,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,6,2,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,7,2,2,28,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,8,1,3,7,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,9,2,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,10,1,3,5,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80102,11,2,3,2,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80103,1,1,1,25,2,,,,1,1,2,,,,,1,2,1,1,,1,,,,,1,,,,2,,2,,1,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80103,2,2,2,20,2,,,,1,,,2005,,,,1,1,1,1,,1,,,,,1,,,,2,,2,,1,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80103,3,1,3,3,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,1,1,,0,1,,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80103,4,1,3,2,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,1,1,,0,1,,1,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80103,5,2,2,14,2,,,,1,,,,2010,,,1,2,1,1,,1,,,,,1,,,,2,,2,,1,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,1,1,1,30,,,,,1,1,2,2004,2010,,,1,2,1,1,,1,,,,,1,,,,2,,2,,1,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,2,2,2,19,,,,,1,,,,,,,1,1,1,1,,1,,,,,1,,,,2,,2,,1,0,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,3,1,3,4,,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,1,1,1,0,1,,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,4,1,3,0,,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,1,1,1,0,1,,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,5,2,2,18,,,,,2,,,,,,,1,1,1,1,,1,,,,,1,,,,2,,2,,1,23,1,,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80104,6,2,7,7,,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,2,,2,,1,11,1,,2,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80105,1,1,1,30,2,,,,1,2,,,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80105,2,2,2,25,2,,,,1,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80105,3,2,3,6,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80105,4,1,3,4,2,,,,7,,,,,,,,,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,11,,4,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80105,5,1,3,0,1,99,2,2011,7,,,,,,,,,2,,,,,,,,,8,1,,2,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,1,1,1,80,2,,,,2,1,2,1965,,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,2,2,2,60,2,,,,2,2,,,,,,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,3,2,3,17,2,,,,7,,,,,,,,,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,7,,5,1,"SHANI LGA",827,"BORNO",8,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,4,2,3,13,2,,,,7,,,,,,,,,1,1,,1,,,,,2,,,,,,,,,,,,,,,,,,7,,5,1,"SHANI LGA",827,"BORNO",8,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,5,1,3,7,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,6,2,2,50,2,,,,2,2,,,1971,,,1,2,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,827,2,804,80106,7,1,3,12,2,,,,7,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
