"zone","state","lga","sector","ea","ric","hhid","wt_wave1","wt_combined","hhno","qno","qnoa","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq16","saq17d","saq17m","saq17y","saq18ah","saq18am","saq18bh","saq18bm","saq20","saq21d","saq21m","saq21y","saq22ah","saq22am","saq22bh","saq22bm","saq24","sq1","sq2","trackingobs"
3,19,1943,2,668,1210,190025,4624.68017578125,4676.64306640625,8,1,2,6,1,8,3,2011,12,30,15,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1943,2,668,1210,190026,4624.68017578125,4676.64306640625,9,1,2,6,2,9,3,2011,8,0,10,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1943,2,668,1210,190027,4624.68017578125,4676.64306640625,110,1,2,10,1,8,3,2011,8,0,10,14,1,,,,,,,,,,,,,,,,,1,,0
3,19,1943,2,668,1210,190028,4624.68017578125,4676.64306640625,130,1,2,10,1,8,3,2011,12,0,16,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1943,2,668,1210,190029,4624.68017578125,4676.64306640625,14,1,2,9,1,8,3,2011,10,20,15,51,1,,,,,,,,,,,,,,,,,1,,0
3,19,1943,2,668,1210,190030,4624.68017578125,4676.64306640625,16,1,2,9,1,8,3,2011,8,5,12,15,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190031,6166.240234375,6235.52392578125,1,1,2,1,1,10,3,2011,13,0,16,15,1,11,3,2011,10,0,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190032,6166.240234375,6235.52392578125,3,1,2,10,1,10,3,2011,10,15,13,10,1,11,3,2011,12,25,14,0,1,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190033,6166.240234375,6235.52392578125,6,1,2,10,1,9,3,2011,12,0,14,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190034,6166.240234375,6235.52392578125,8,1,2,3,1,9,3,2011,12,30,14,42,1,10,3,2011,13,40,16,10,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190035,6166.240234375,6235.52392578125,10,1,2,3,1,9,3,2011,15,1,17,48,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190036,6166.240234375,6235.52392578125,12,1,2,3,1,10,3,2011,10,2,12,18,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190037,6166.240234375,6235.52392578125,15,1,2,9,1,10,3,2011,8,30,11,41,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190038,6166.240234375,6235.52392578125,17,1,2,9,1,10,3,2011,11,47,14,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190039,6166.240234375,6235.52392578125,19,1,2,6,1,10,3,2011,9,40,12,55,1,11,3,2011,10,11,12,15,1,,,,,,,,,1,,0
3,19,1916,2,1516,1104,190040,6166.240234375,6235.52392578125,21,1,2,6,1,11,3,2011,11,2,14,25,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190041,3853.90014648438,3897.20239257813,1,1,2,6,1,11,3,2011,10,11,12,50,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190042,3853.90014648438,3897.20239257813,3,1,2,6,1,10,3,2011,10,55,15,20,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190043,3853.90014648438,3897.20239257813,5,1,2,6,1,11,3,2011,13,18,15,25,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190044,3853.90014648438,3897.20239257813,8,1,2,9,1,17,3,2011,10,15,15,20,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190045,3853.90014648438,3897.20239257813,10,1,2,9,1,14,3,2011,9,25,12,33,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190046,3853.90014648438,3897.20239257813,12,1,2,9,1,12,3,2011,9,0,11,16,1,,,,,,,,,14,3,2011,13,5,16,8,,1,,0
3,19,1901,2,640,1001,190047,3853.90014648438,3897.20239257813,16,1,2,3,1,14,3,2011,10,8,12,1,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190048,3853.90014648438,3897.20239257813,19,1,2,3,1,14,3,2011,11,31,14,2,1,,,,,,,,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190049,3853.90014648438,3897.20239257813,25,1,2,10,1,14,3,2011,10,20,13,45,3,15,3,2011,10,15,11,20,,,,,,,,,,1,,0
3,19,1901,2,640,1001,190050,3853.90014648438,3897.20239257813,23,1,2,10,1,14,3,2011,14,0,17,10,3,15,3,2011,10,20,11,55,1,,,,,,,,,1,,0
3,19,1937,2,432,1409,190051,5588.1552734375,6278.826171875,3,1,2,6,1,22,3,2011,10,1,13,40,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190052,5588.1552734375,6278.826171875,4,1,1,3,1,22,3,2011,13,22,14,32,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190053,5588.1552734375,6278.826171875,19,1,2,3,1,22,3,2011,14,45,16,25,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190054,5588.1552734375,6278.826171875,7,1,2,3,1,22,3,2011,10,14,12,21,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190055,5588.1552734375,6278.826171875,14,1,1,9,1,22,3,2011,12,20,13,8,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190056,5588.1552734375,6278.826171875,15,1,1,10,1,23,3,2011,10,11,12,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190057,5588.1552734375,6278.826171875,23,1,2,10,1,22,3,2011,12,20,14,58,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190058,5588.1552734375,6278.826171875,20,1,1,9,10,22,3,2011,10,30,12,2,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190059,5588.1552734375,6278.826171875,22,1,2,6,1,22,3,2011,10,10,12,15,1,,,,,,,,,,,,,,,,,1,,0
3,19,1937,2,432,1409,190060,5588.1552734375,6278.826171875,23,1,1,10,1,22,3,2011,10,5,12,15,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190061,6358.93505859375,6430.38427734375,1,1,2,9,1,16,3,2011,9,50,11,2,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190062,6358.93505859375,6430.38427734375,3,1,2,9,1,16,3,2011,8,40,10,50,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190063,6358.93505859375,6430.38427734375,4,1,2,9,1,17,3,2011,10,4,13,49,1,,,,,,,,,,,,,,,,1,1,,0
3,19,1936,2,1994,1309,190064,6358.93505859375,6430.38427734375,6,1,2,6,1,16,3,2011,10,18,14,5,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190065,6358.93505859375,6430.38427734375,11,1,2,6,1,13,3,2011,10,0,12,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190066,6358.93505859375,6430.38427734375,13,1,2,3,1,17,3,2011,10,20,13,10,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190067,6358.93505859375,6430.38427734375,14,1,2,3,1,9,3,2011,11,3,13,10,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190068,6358.93505859375,6430.38427734375,16,1,2,10,1,16,3,2011,12,50,15,5,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190069,6358.93505859375,6430.38427734375,18,1,2,10,1,16,3,2011,10,10,12,18,1,,,,,,,,,,,,,,,,,1,,0
3,19,1936,2,1994,1309,190070,6358.93505859375,6430.38427734375,19,1,2,6,1,9,3,2011,10,0,11,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190071,10598.2255859375,10717.306640625,1,1,2,3,1,20,3,2011,10,32,12,22,1,,,,,,,,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190072,10598.2255859375,10717.306640625,3,1,2,3,1,20,3,2011,12,31,14,15,1,21,3,2011,10,1,12,30,1,,,,,,,,,1,,0
3,19,1902,2,52,1401,190073,10598.2255859375,10717.306640625,6,1,2,3,1,20,3,2011,12,30,15,30,1,20,3,2011,14,27,16,8,1,,,,,,,,,1,,0
3,19,1902,2,52,1401,190074,10598.2255859375,10717.306640625,8,1,2,10,1,20,3,2011,12,30,15,5,1,,,,,,,,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190075,10598.2255859375,10717.306640625,10,1,2,10,1,20,3,2011,10,20,12,18,3,21,3,2011,10,30,11,15,1,,,,,,,,,1,,0
3,19,1902,2,52,1401,190076,10598.2255859375,10717.306640625,13,2,2,10,1,2,3,2011,11,25,14,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190077,10598.2255859375,10717.306640625,15,1,2,6,1,20,3,2011,12,45,15,30,3,21,3,2011,11,30,12,10,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190078,10598.2255859375,10717.306640625,17,1,2,6,1,20,3,2011,10,45,12,30,3,21,3,2011,10,15,11,20,1,,,,,,,,,1,,0
3,19,1902,2,52,1401,190079,10598.2255859375,10717.306640625,20,1,2,9,1,20,3,2011,10,40,12,56,1,,,,,,,,,,,,,,,,,1,,0
3,19,1902,2,52,1401,190080,10598.2255859375,10717.306640625,22,1,2,9,1,20,3,2011,13,0,15,45,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190081,10212.8359375,10327.5869140625,2,1,2,10,1,19,3,2011,10,10,12,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190082,10212.8359375,10327.5869140625,5,1,2,10,1,18,3,2011,13,5,16,0,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190083,10212.8359375,10327.5869140625,8,1,2,9,1,18,3,2011,12,51,15,10,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190084,10212.8359375,10327.5869140625,11,1,2,9,1,18,3,2011,10,30,12,30,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190085,10212.8359375,10327.5869140625,13,1,2,3,1,18,3,2011,12,50,14,10,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190086,10212.8359375,10327.5869140625,16,1,2,3,1,18,3,2011,14,30,16,25,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190087,10212.8359375,10327.5869140625,22,1,2,3,1,18,3,2011,16,25,18,10,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190088,10212.8359375,10327.5869140625,25,1,2,10,1,18,3,2011,10,20,12,55,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190089,10212.8359375,10327.5869140625,28,1,2,6,1,19,3,2011,12,30,15,40,1,,,,,,,,,,,,,,,,,1,,0
3,19,1914,2,934,1004,190090,10212.8359375,10327.5869140625,31,1,2,6,1,18,3,2011,10,55,13,20,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190091,5588.1552734375,6278.826171875,1,1,2,6,1,25,3,2011,10,30,13,5,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190092,5588.1552734375,6278.826171875,2,1,2,9,1,22,3,2011,12,30,14,55,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190093,5588.1552734375,6278.826171875,3,1,2,7,1,24,3,2011,10,20,12,15,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190094,5588.1552734375,6278.826171875,5,1,2,3,1,24,3,2011,16,1,18,1,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190095,5588.1552734375,6278.826171875,6,1,2,3,1,24,3,2011,10,15,13,45,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190096,5588.1552734375,6278.826171875,7,1,2,3,1,24,3,2011,13,50,15,40,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190097,5588.1552734375,6278.826171875,8,1,2,6,1,24,3,2011,13,20,16,20,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190098,5588.1552734375,6278.826171875,9,1,2,10,1,24,3,2011,13,2,16,30,3,25,3,2011,10,10,11,40,1,,,,,,,,,1,,0
3,19,1941,2,518,1310,190099,5588.1552734375,6278.826171875,11,1,2,10,1,24,3,2011,10,0,12,45,1,,,,,,,,,,,,,,,,,1,,0
3,19,1941,2,518,1310,190100,5588.1552734375,6278.826171875,12,1,2,6,1,24,3,2011,11,10,13,15,1,,,,,,,,,,,,,,,,,1,,0
3,19,1925,1,2858,1106,190101,7707.80029296875,7794.40478515625,2,1,2,7,2,14,3,2011,11,7,13,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190102,7707.80029296875,7794.40478515625,6,1,2,7,2,14,3,2011,13,7,15,3,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190103,7707.80029296875,7794.40478515625,9,1,2,11,2,13,3,2011,11,46,13,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190104,7707.80029296875,7794.40478515625,13,1,2,11,2,14,3,2011,14,9,16,34,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190105,7707.80029296875,7794.40478515625,16,1,2,4,2,13,3,2011,10,20,12,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190106,7707.80029296875,7794.40478515625,19,1,2,11,2,13,3,2011,10,20,12,48,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190107,7707.80029296875,7794.40478515625,23,1,2,7,2,13,3,2011,11,4,12,47,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190108,7707.80029296875,7794.40478515625,26,1,2,5,2,14,3,2011,12,4,14,32,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190109,7707.80029296875,7794.40478515625,30,1,2,5,2,13,3,2011,10,30,13,10,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1925,1,2858,1106,190110,7707.80029296875,7794.40478515625,33,1,2,5,2,13,3,2011,10,27,11,42,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190111,5780.85009765625,5845.8037109375,1,1,1,11,2,10,3,2011,13,9,15,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190112,5780.85009765625,5845.8037109375,6,1,1,4,2,9,3,2011,12,11,14,37,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190113,5780.85009765625,5845.8037109375,3,1,1,7,2,10,3,2011,9,12,11,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190114,5780.85009765625,5845.8037109375,14,1,1,5,2,8,3,2011,9,2,10,56,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190115,5780.85009765625,5845.8037109375,5,1,1,7,2,9,3,2011,9,30,12,41,2,10,3,2011,10,4,11,27,1,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190116,5780.85009765625,5845.8037109375,6,1,1,4,2,9,3,2011,7,54,9,55,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190117,5780.85009765625,5845.8037109375,7,1,1,7,2,8,3,2011,10,47,12,52,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190118,5780.85009765625,5845.8037109375,15,1,1,5,2,7,3,2011,13,1,15,27,2,,,,,,,,,10,3,2011,9,17,11,28,1,1,1,0
3,19,1912,1,1510,1203,190119,5780.85009765625,5845.8037109375,10,1,1,11,2,10,3,2011,10,4,12,32,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1912,1,1510,1203,190120,5780.85009765625,5845.8037109375,11,1,1,5,2,9,3,2011,9,54,11,57,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190121,18498.720703125,18706.572265625,3,1,2,5,2,10,3,2011,14,2,16,32,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190122,18498.720703125,18706.572265625,7,1,2,5,2,11,3,2011,14,2,16,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190123,18498.720703125,18706.572265625,11,1,2,4,2,9,3,2011,8,19,11,59,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190124,18498.720703125,18706.572265625,20,1,2,11,2,12,3,2011,11,4,13,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190125,18498.720703125,18706.572265625,24,1,2,11,2,12,3,2011,9,13,11,49,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190126,18498.720703125,18706.572265625,37,1,2,7,2,11,3,2011,10,3,13,16,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190127,18498.720703125,18706.572265625,41,1,1,11,2,12,3,2011,12,1,14,37,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190128,18498.720703125,18706.572265625,45,1,2,7,2,11,3,2011,9,21,11,48,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190129,18498.720703125,18706.572265625,53,1,2,5,2,10,3,2011,7,29,9,56,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1905,2,1290,1502,190130,18498.720703125,18706.572265625,58,1,2,4,2,10,3,2011,13,7,15,39,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190131,7322.41015625,7404.6845703125,1,1,2,4,2,8,3,2011,10,12,12,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190132,7322.41015625,7404.6845703125,3,1,2,11,2,7,3,2011,10,2,12,43,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190133,7322.41015625,7404.6845703125,5,1,2,7,2,7,3,2011,9,54,11,49,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190134,7322.41015625,7404.6845703125,6,1,2,7,2,7,3,2011,13,40,16,21,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190135,7322.41015625,7404.6845703125,8,1,2,1,2,8,3,2011,9,12,11,39,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190136,7322.41015625,7404.6845703125,24,1,2,5,2,7,3,2011,10,32,12,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190137,7322.41015625,7404.6845703125,8,1,2,4,2,7,3,2011,13,1,14,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190138,7322.41015625,7404.6845703125,14,1,2,11,2,8,3,2011,9,30,11,45,2,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190139,7322.41015625,7404.6845703125,15,1,2,4,2,7,3,2011,10,42,12,6,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1910,2,808,1303,190140,7322.41015625,7404.6845703125,10,1,2,7,2,7,3,2011,10,17,13,38,2,8,3,2011,11,5,1,18,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190141,8671.275390625,8768.705078125,1,1,2,5,2,24,3,2011,14,7,16,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190142,8671.275390625,8768.705078125,4,1,2,5,2,25,3,2011,11,7,13,2,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190143,8671.275390625,8768.705078125,7,1,2,7,2,25,3,2011,19,5,21,15,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190144,8671.275390625,8768.705078125,10,1,2,11,2,24,3,2011,15,3,17,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190145,8671.275390625,8768.705078125,13,1,2,4,2,24,3,2011,9,0,11,0,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190146,8671.275390625,8768.705078125,16,1,2,5,2,25,3,2011,11,2,13,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190147,8671.275390625,8768.705078125,19,1,2,7,2,25,3,2011,14,2,16,28,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190148,8671.275390625,8768.705078125,22,1,2,4,2,24,3,2011,15,32,17,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190149,8671.275390625,8768.705078125,24,1,2,5,2,25,3,2011,14,4,16,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1908,2,284,1102,190150,8671.275390625,8768.705078125,27,1,2,11,2,25,3,2011,11,37,13,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190151,10405.5302734375,10522.4462890625,2,1,2,11,2,21,3,2011,10,45,11,56,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190152,10405.5302734375,10522.4462890625,8,1,2,4,2,21,3,2011,13,4,15,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190153,10405.5302734375,10522.4462890625,14,1,2,5,2,23,3,2011,9,55,12,18,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190154,10405.5302734375,10522.4462890625,19,1,2,7,2,22,3,2011,13,2,15,3,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190155,10405.5302734375,10522.4462890625,25,1,2,7,2,23,3,2011,16,3,18,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190156,10405.5302734375,10522.4462890625,31,1,2,11,2,21,3,2011,13,4,15,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190157,10405.5302734375,10522.4462890625,60,1,2,5,2,22,3,2011,14,7,16,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190158,10405.5302734375,10522.4462890625,66,1,2,4,2,21,3,2011,10,17,12,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190159,10405.5302734375,10522.4462890625,72,1,2,5,2,22,3,2011,10,13,12,48,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1934,2,386,1108,190160,10405.5302734375,10522.4462890625,77,1,2,7,2,22,3,2011,10,41,12,56,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190161,11561.7001953125,11691.607421875,2,1,2,4,2,24,3,2011,12,5,14,15,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190162,11561.7001953125,11691.607421875,5,1,2,4,2,23,3,2011,10,47,12,56,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190163,11561.7001953125,11691.607421875,10,1,2,4,2,23,3,2011,9,54,11,57,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190164,11561.7001953125,11691.607421875,19,1,2,5,2,23,3,2011,10,45,13,0,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190165,11561.7001953125,11691.607421875,22,1,2,7,2,24,3,2011,13,4,15,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190166,11561.7001953125,11691.607421875,24,1,2,11,2,21,3,2011,9,7,11,36,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190167,11561.7001953125,11691.607421875,27,1,2,7,2,22,3,2011,10,47,12,59,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190168,11561.7001953125,11691.607421875,30,1,2,5,2,24,3,2011,12,2,14,9,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190169,11561.7001953125,11691.607421875,33,1,2,11,2,24,3,2011,13,5,13,21,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1919,2,366,1305,190170,11561.7001953125,11691.607421875,36,1,2,11,2,24,3,2011,14,27,16,52,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190171,9056.6650390625,9158.42578125,1,1,2,5,2,16,3,2011,10,45,13,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190172,9056.6650390625,9158.42578125,5,1,2,5,2,15,3,2011,11,6,13,21,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190173,9056.6650390625,9158.42578125,8,1,2,7,2,16,3,2011,12,6,14,38,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190174,9056.6650390625,9158.42578125,12,1,2,7,2,15,3,2011,11,6,13,3,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190175,9056.6650390625,9158.42578125,15,1,2,4,2,16,3,2011,9,30,11,45,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190176,9056.6650390625,9158.42578125,19,1,2,4,2,16,3,2011,16,30,18,10,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190177,9056.6650390625,9158.42578125,22,1,2,4,2,15,3,2011,9,54,11,32,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190178,9056.6650390625,9158.42578125,29,1,2,11,2,16,3,2011,16,27,18,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190179,9056.6650390625,9158.42578125,33,1,2,11,2,16,3,2011,9,26,11,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1928,2,526,1407,190180,9056.6650390625,9158.42578125,36,1,2,11,2,15,3,2011,14,2,18,37,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190181,6551.63037109375,6625.244140625,2,1,2,7,2,18,3,2011,9,45,12,54,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190182,6551.63037109375,6625.244140625,5,1,2,7,2,18,3,2011,9,12,11,42,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190183,6551.63037109375,6625.244140625,8,1,2,11,2,18,3,2011,10,27,13,2,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190184,6551.63037109375,6625.244140625,11,1,2,11,2,17,3,2011,11,42,13,10,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190185,6551.63037109375,6625.244140625,14,1,2,11,2,18,3,2011,13,27,16,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190186,6551.63037109375,6625.244140625,17,1,2,4,2,18,3,2011,12,4,14,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190187,6551.63037109375,6625.244140625,20,1,2,11,2,18,3,2011,8,45,10,15,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190188,6551.63037109375,6625.244140625,23,1,2,5,2,19,3,2011,11,25,13,47,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190189,6551.63037109375,6625.244140625,25,1,1,5,2,18,3,2011,11,25,13,27,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1932,2,562,1308,190190,6551.63037109375,6625.244140625,31,1,2,7,2,18,3,2011,9,42,12,4,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1923,2,284,1506,190191,7129.71533203125,8010.916015625,1,1,2,11,2,19,3,2011,8,54,11,7,1,,,,,,,,,,,,,,,,,1,1,0
3,19,1923,2,284,1506,190192,7129.71533203125,8010.916015625,4,1,2,11,2,19,3,2011,11,32,13,27,1,,,,,,,,,,,,,,,,,1,1,0
