"zone","state","lga","sector","ea","ric","hhid","wt_wave1","wt_combined","hhno","qno","qnoa","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq16","saq17d","saq17m","saq17y","saq18ah","saq18am","saq18bh","saq18bm","saq20","saq21d","saq21m","saq21y","saq22ah","saq22am","saq22bh","saq22bm","saq24","sq1","sq2","trackingobs"
5,6,605,2,162,1006,60057,3129.24731445313,4470.353515625,11,1,1,2,1,26,3,2011,14,36,16,2,1,,,,,,,,,,,,,,,,,1,1,0
5,6,605,2,162,1006,60058,3129.24731445313,4470.353515625,13,1,1,3,1,26,3,2011,11,50,13,6,1,,,,,,,,,,,,,,,,,1,1,0
5,6,605,2,162,1006,60059,3129.24731445313,4470.353515625,14,1,1,3,1,27,3,2011,15,20,16,30,1,,,,,,,,,,,,,,,,,1,1,0
5,6,605,2,162,1006,60060,3129.24731445313,4470.353515625,15,1,1,3,1,26,3,2011,10,45,11,30,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60061,2346.935546875,2607.7060546875,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
5,6,608,2,748,1209,60062,2346.935546875,2607.7060546875,2,1,1,3,1,10,3,2011,10,40,11,58,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60063,2346.935546875,2607.7060546875,3,1,1,2,1,9,3,2011,12,41,14,58,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60064,2346.935546875,2607.7060546875,4,1,1,3,1,9,3,2011,12,30,13,56,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60065,2346.935546875,2607.7060546875,5,1,1,2,1,9,3,2011,10,3,12,28,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60066,2346.935546875,2607.7060546875,6,1,1,3,1,9,3,2011,14,8,15,10,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60067,2346.935546875,2607.7060546875,10,1,1,2,1,10,3,2011,13,5,14,35,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60068,2346.935546875,2607.7060546875,11,1,1,2,1,12,3,2011,14,7,15,15,2,13,3,2011,14,38,16,9,1,,,,,,,,,1,1,0
5,6,608,2,748,1209,60069,2346.935546875,2607.7060546875,12,1,1,3,1,10,3,2011,12,15,13,30,1,,,,,,,,,,,,,,,,,1,1,0
5,6,608,2,748,1209,60070,2346.935546875,2607.7060546875,15,1,1,3,1,9,3,2011,9,22,10,46,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70001,4248.42333984375,4720.47021484375,1,1,2,4,1,12,3,2011,10,3,13,25,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70002,4248.42333984375,4720.47021484375,2,1,2,5,1,22,3,2011,8,45,11,35,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70003,4248.42333984375,4720.47021484375,3,1,2,3,1,2,3,2011,9,2,12,4,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70004,4248.42333984375,4720.47021484375,4,1,2,5,1,22,3,2011,11,40,13,58,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70005,4248.42333984375,4720.47021484375,5,1,2,3,1,21,3,2011,12,15,15,16,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70006,4248.42333984375,4720.47021484375,6,1,2,5,1,21,3,2011,13,20,17,1,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70007,4248.42333984375,4720.47021484375,7,1,2,4,1,21,3,2011,13,40,17,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70008,4248.42333984375,4720.47021484375,8,1,2,3,1,21,3,2011,15,30,18,4,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70009,4248.42333984375,4720.47021484375,9,1,2,4,1,22,3,2011,9,4,12,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,707,2,560,1303,70010,4248.42333984375,4720.47021484375,10,1,2,5,1,21,3,2011,9,40,13,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70011,4400.15234375,4400.15234375,1,1,2,3,1,23,3,2011,15,16,19,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70012,4400.15234375,4400.15234375,3,1,2,3,1,24,3,2011,9,0,12,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70013,4400.15234375,4400.15234375,4,1,2,3,1,24,3,2011,12,8,15,12,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70014,4400.15234375,4400.15234375,6,1,2,4,1,21,3,2011,9,2,12,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70015,4400.15234375,4400.15234375,7,1,2,4,1,23,3,2011,10,20,13,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70016,4400.15234375,4400.15234375,19,1,2,4,1,23,2,2011,13,40,17,3,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70017,4400.15234375,4400.15234375,11,1,2,3,1,23,3,2011,9,0,12,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70018,4400.15234375,4400.15234375,12,1,2,5,1,24,3,2011,8,21,11,52,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70019,4400.15234375,4400.15234375,20,1,2,5,1,23,3,2011,9,30,13,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,708,2,754,1504,70020,4400.15234375,4400.15234375,15,1,2,5,1,23,3,2011,13,9,17,2,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70021,4400.15234375,4400.15234375,1,1,2,4,1,12,3,2011,9,15,13,34,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70022,4400.15234375,4400.15234375,3,1,2,5,1,13,9,2011,7,55,11,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70023,4400.15234375,4400.15234375,5,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70024,4400.15234375,4400.15234375,7,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70025,4400.15234375,4400.15234375,9,1,2,4,1,13,3,2011,9,30,12,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70026,4400.15234375,4400.15234375,11,1,2,5,1,12,3,2011,10,57,14,32,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70027,4400.15234375,4400.15234375,13,1,2,4,1,12,3,2011,15,55,17,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70028,4400.15234375,4400.15234375,15,1,2,3,1,12,3,2011,10,0,13,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70029,4400.15234375,4400.15234375,18,1,2,5,1,12,3,2011,14,39,18,2,1,,,,,,,,,,,,,,,,,1,1,0
1,7,705,2,4186,1003,70030,4400.15234375,4400.15234375,26,1,2,5,1,13,3,2011,11,28,14,59,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70031,2882.85864257813,2882.85864257813,1,1,2,3,1,14,3,2011,15,14,18,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70032,2882.85864257813,2882.85864257813,2,1,2,3,1,15,3,2011,9,0,12,12,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70033,2882.85864257813,2882.85864257813,4,1,2,5,1,14,3,2011,7,50,11,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70034,2882.85864257813,2882.85864257813,14,1,2,3,1,14,3,2011,9,0,12,8,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70035,2882.85864257813,2882.85864257813,16,1,2,5,1,15,3,2011,7,40,10,58,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70036,2882.85864257813,2882.85864257813,17,1,2,4,1,14,3,2011,,,,,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70037,2882.85864257813,2882.85864257813,9,1,2,5,1,14,3,2011,12,20,14,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70038,2882.85864257813,2882.85864257813,10,1,2,4,1,15,3,2011,12,24,14,6,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70039,2882.85864257813,2882.85864257813,11,1,2,4,1,14,3,2011,8,46,11,18,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,234,1010,70040,2882.85864257813,2882.85864257813,12,1,2,4,1,14,3,2011,12,0,14,38,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70041,4096.69384765625,4096.69384765625,1,1,2,4,1,17,3,2011,13,45,17,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70042,4096.69384765625,4096.69384765625,2,1,2,4,1,18,3,2011,9,3,12,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70043,4096.69384765625,4096.69384765625,4,1,2,5,1,18,3,2011,7,55,10,50,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70044,4096.69384765625,4096.69384765625,15,1,2,5,1,17,3,2011,13,6,15,41,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70045,4096.69384765625,4096.69384765625,7,1,2,5,1,17,3,2011,9,20,12,58,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70046,4096.69384765625,4096.69384765625,16,1,2,3,1,17,3,2011,11,30,14,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70047,4096.69384765625,4096.69384765625,9,1,2,4,1,17,3,2011,10,5,13,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70048,4096.69384765625,4096.69384765625,11,1,2,3,1,17,3,2011,8,0,11,12,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70049,4096.69384765625,4096.69384765625,12,1,2,3,1,18,3,2011,9,0,12,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,722,2,892,1510,70050,4096.69384765625,4096.69384765625,14,1,2,3,1,17,3,2011,14,25,17,43,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70051,5310.52880859375,5310.52880859375,1,1,2,4,1,19,3,2011,11,26,13,42,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70052,5310.52880859375,5310.52880859375,23,1,2,5,1,19,3,2011,13,50,17,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70053,5310.52880859375,5310.52880859375,5,1,2,4,1,19,3,2011,8,20,11,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70054,5310.52880859375,5310.52880859375,6,1,2,5,1,20,3,2011,11,45,14,55,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70055,5310.52880859375,5310.52880859375,8,1,2,5,1,20,3,2011,8,15,11,33,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70056,5310.52880859375,5310.52880859375,9,1,2,3,1,19,3,2011,11,22,14,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70057,5310.52880859375,5310.52880859375,12,1,2,4,1,19,3,2011,14,8,18,41,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70058,5310.52880859375,5310.52880859375,14,1,2,5,1,19,3,2011,10,20,13,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70059,5310.52880859375,5310.52880859375,15,1,2,3,1,19,3,2011,14,55,18,3,1,,,,,,,,,,,,,,,,,1,1,0
1,7,710,2,2726,1205,70060,5310.52880859375,5310.52880859375,17,1,2,3,1,20,3,2011,9,0,12,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70061,3489.77612304688,3877.52905273438,1,1,2,5,1,10,2,2011,8,10,11,32,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70062,3489.77612304688,3877.52905273438,3,1,2,5,1,9,3,2011,7,55,11,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70063,3489.77612304688,3877.52905273438,4,1,2,4,1,9,3,2011,12,0,15,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70064,3489.77612304688,3877.52905273438,16,1,2,3,1,9,2,2011,12,30,15,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70065,3489.77612304688,3877.52905273438,7,1,1,5,1,9,3,2011,11,20,14,36,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70066,3489.77612304688,3877.52905273438,9,1,2,4,1,9,3,2011,8,15,11,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70067,3489.77612304688,3877.52905273438,10,1,2,3,1,9,3,2011,9,0,12,16,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70068,3489.77612304688,3877.52905273438,12,1,2,4,1,9,3,2011,16,0,18,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70069,3489.77612304688,3877.52905273438,22,1,2,3,1,9,3,2011,9,0,12,11,1,,,,,,,,,,,,,,,,,1,1,0
1,7,711,2,2532,1305,70070,3489.77612304688,3877.52905273438,15,1,2,4,1,10,3,2011,10,0,13,8,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70071,3641.50561523438,3641.50561523438,16,1,2,3,1,8,3,2011,9,0,12,5,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70072,3641.50561523438,3641.50561523438,2,1,2,5,1,7,3,2011,11,32,14,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70073,3641.50561523438,3641.50561523438,4,1,2,5,1,8,3,2011,8,5,12,6,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70074,3641.50561523438,3641.50561523438,5,1,2,5,1,7,3,2011,8,1,11,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70075,3641.50561523438,3641.50561523438,7,1,2,4,1,7,3,2011,13,20,16,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70076,3641.50561523438,3641.50561523438,8,1,2,4,1,8,3,2011,9,15,12,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70077,3641.50561523438,3641.50561523438,10,1,2,3,1,8,3,2011,12,40,13,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70078,3641.50561523438,3641.50561523438,11,1,2,4,1,8,3,2011,13,20,16,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70079,3641.50561523438,3641.50561523438,13,1,2,3,1,7,3,2011,12,14,13,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,709,2,1226,1404,70080,3641.50561523438,3641.50561523438,14,1,2,3,1,7,3,2011,8,0,11,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70081,10924.5166015625,10924.5166015625,14,1,1,8,2,25,3,2011,8,16,11,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70082,10924.5166015625,10924.5166015625,10,1,1,6,2,25,3,2011,8,13,11,52,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70083,10924.5166015625,10924.5166015625,48,1,2,6,2,24,3,2011,8,14,11,50,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70084,10924.5166015625,10924.5166015625,18,1,1,6,2,25,3,2011,14,20,17,11,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70085,10924.5166015625,10924.5166015625,1,1,1,8,2,24,3,2011,11,49,15,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70086,10924.5166015625,10924.5166015625,56,1,1,8,2,24,3,2011,8,12,10,22,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70087,10924.5166015625,10924.5166015625,44,1,1,7,2,24,3,2011,8,15,12,2,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70088,10924.5166015625,10924.5166015625,61,1,2,8,2,25,3,2011,12,2,17,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70089,10924.5166015625,10924.5166015625,31,1,1,6,2,24,3,2011,13,6,17,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,719,1,1612,1009,70090,10924.5166015625,10924.5166015625,52,1,1,7,2,25,3,2011,9,15,12,50,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70091,5462.25830078125,5462.25830078125,15,1,2,8,2,4,3,2011,7,23,12,7,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70092,5462.25830078125,5462.25830078125,24,1,2,6,2,4,3,2011,8,15,12,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70093,5462.25830078125,5462.25830078125,3,1,2,6,2,3,3,2011,14,31,18,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70094,5462.25830078125,5462.25830078125,1,1,2,7,2,3,3,2011,8,3,10,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70095,5462.25830078125,5462.25830078125,22,1,2,6,2,3,3,2011,10,30,13,52,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70096,5462.25830078125,5462.25830078125,28,1,2,7,2,3,3,2011,10,10,11,59,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70097,5462.25830078125,5462.25830078125,11,1,2,8,2,3,3,2011,7,18,12,21,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70098,5462.25830078125,5462.25830078125,5,1,2,8,2,3,3,2011,7,5,12,16,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70099,5462.25830078125,5462.25830078125,13,1,2,8,2,2,3,2011,14,15,16,38,1,,,,,,,,,,,,,,,,,1,1,0
1,7,717,2,1248,1208,70100,5462.25830078125,5462.25830078125,26,1,2,6,2,2,3,2011,14,15,16,1,1,,,,,,,,1,,,,,,,,,1,1,0
1,7,701,2,606,1001,70101,12745.26953125,12745.26953125,1,1,2,8,2,5,3,2011,8,52,14,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70102,12745.26953125,12745.26953125,2,1,2,6,2,5,3,2011,12,2,16,16,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70103,12745.26953125,12745.26953125,3,1,2,8,2,6,3,2011,8,0,15,24,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70104,12745.26953125,12745.26953125,4,1,2,7,2,6,3,2011,13,13,17,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70105,12745.26953125,12745.26953125,6,1,2,7,2,5,3,2011,13,55,17,2,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70106,12745.26953125,12745.26953125,7,1,2,6,2,6,3,2011,10,8,13,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70107,12745.26953125,12745.26953125,8,1,2,6,2,7,3,2011,8,14,12,1,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70108,12745.26953125,12745.26953125,17,1,2,7,2,6,3,2011,8,5,12,18,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70109,12745.26953125,12745.26953125,13,1,2,8,2,7,3,2011,8,15,14,38,1,,,,,,,,,,,,,,,,,1,1,0
1,7,701,2,606,1001,70110,12745.26953125,12745.26953125,11,1,2,7,2,7,3,2011,7,41,11,2,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70111,9103.763671875,9103.763671875,24,1,1,8,2,12,3,2011,11,6,13,23,1,,,,,,,,1,,,,,,,,,1,1,0
1,7,702,2,632,1401,70112,9103.763671875,9103.763671875,27,1,2,6,2,13,3,2011,7,15,10,14,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70113,9103.763671875,9103.763671875,10,1,2,6,2,12,3,2011,9,22,11,4,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70114,9103.763671875,9103.763671875,2,1,2,6,2,12,3,2011,12,30,13,49,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70115,9103.763671875,9103.763671875,33,1,2,8,2,12,3,2011,9,27,11,3,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70116,9103.763671875,9103.763671875,5,1,2,7,2,12,3,2011,15,9,18,47,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70117,9103.763671875,9103.763671875,8,1,2,7,2,13,3,2011,10,30,14,45,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70118,9103.763671875,9103.763671875,15,1,2,7,2,13,3,2011,7,46,11,8,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70119,9103.763671875,9103.763671875,21,1,2,7,2,12,3,2011,20,10,24,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,702,2,632,1401,70120,9103.763671875,9103.763671875,18,1,2,8,2,13,3,2011,7,14,10,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70121,5158.79931640625,5158.79931640625,27,1,2,6,2,9,3,2011,7,25,11,38,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70122,5158.79931640625,5158.79931640625,11,1,2,7,2,9,3,2011,8,17,12,23,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70123,5158.79931640625,5158.79931640625,20,1,2,8,2,9,3,2011,11,7,16,32,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70124,5158.79931640625,5158.79931640625,17,1,2,6,2,9,3,2011,11,2,16,16,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70125,5158.79931640625,5158.79931640625,23,1,2,8,2,10,3,2011,8,16,12,42,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70126,5158.79931640625,5158.79931640625,1,1,2,6,2,10,3,2011,8,14,12,23,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70127,5158.79931640625,5158.79931640625,4,1,2,6,2,8,3,2011,12,8,16,11,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70128,5158.79931640625,5158.79931640625,7,1,2,8,2,9,3,2011,7,26,11,26,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70129,5158.79931640625,5158.79931640625,39,1,2,7,2,8,3,2011,13,16,16,28,1,,,,,,,,,,,,,,,,,1,1,0
1,7,718,2,1640,1408,70130,5158.79931640625,5158.79931640625,7,1,2,8,2,8,3,2011,12,10,16,20,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70131,8193.3876953125,8193.3876953125,14,1,2,6,2,16,3,2011,7,26,11,32,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70132,8193.3876953125,8193.3876953125,5,1,2,7,2,16,3,2011,9,7,12,45,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70133,8193.3876953125,8193.3876953125,2,1,2,8,2,16,3,2011,13,4,16,52,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70134,8193.3876953125,8193.3876953125,3,1,2,8,2,15,3,2011,10,17,15,3,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70135,8193.3876953125,8193.3876953125,15,1,2,7,2,23,3,2011,11,0,12,58,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70136,8193.3876953125,8193.3876953125,4,1,2,6,2,16,3,2011,13,21,17,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70137,8193.3876953125,8193.3876953125,10,1,2,8,2,16,3,2011,8,10,12,10,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70138,8193.3876953125,8193.3876953125,11,1,2,7,2,17,3,2011,10,14,13,18,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70139,8193.3876953125,8193.3876953125,1,1,2,6,2,15,3,2011,10,20,14,8,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,2,780,1507,70140,8193.3876953125,8193.3876953125,12,1,2,6,1,17,3,2011,8,15,12,19,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70141,4551.8818359375,4551.8818359375,6,1,2,8,2,21,3,2011,8,7,12,42,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70142,4551.8818359375,4551.8818359375,24,1,2,7,2,21,3,2011,7,16,10,39,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70143,4551.8818359375,4551.8818359375,30,1,2,6,2,21,3,2011,8,12,12,33,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70144,4551.8818359375,4551.8818359375,17,1,1,8,2,19,3,2011,14,20,17,48,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70145,4551.8818359375,4551.8818359375,12,1,1,8,2,20,3,2011,8,10,11,9,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70146,4551.8818359375,4551.8818359375,21,1,2,6,2,20,3,2011,9,17,11,50,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70147,4551.8818359375,4551.8818359375,28,1,1,8,2,20,3,2011,11,28,15,21,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70148,4551.8818359375,4551.8818359375,19,1,1,7,2,20,3,2011,10,7,14,0,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70149,4551.8818359375,4551.8818359375,8,1,1,7,2,19,3,2011,8,19,11,23,1,,,,,,,,,,,,,,,,,1,1,0
1,7,715,1,294,1007,70150,4551.8818359375,4551.8818359375,1,1,2,6,2,19,3,2011,14,3,17,11,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70151,7889.9287109375,7889.9287109375,13,1,1,7,2,26,3,2011,8,0,10,15,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70152,7889.9287109375,7889.9287109375,24,1,1,8,2,26,3,2011,8,21,14,28,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70153,7889.9287109375,7889.9287109375,22,1,1,6,2,25,3,2011,13,19,16,30,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70154,7889.9287109375,7889.9287109375,8,1,2,7,2,26,3,2011,8,30,12,40,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70155,7889.9287109375,7889.9287109375,19,1,1,7,2,26,3,2011,10,30,12,1,1,,,,,,,,,,,,,,,,,1,1,0
1,7,713,2,304,1206,70156,7889.9287109375,7889.9287109375,2,1,2,6,2,26,3,2011,13,5,16,20,1,,,,,,,,,,,,,,,,,1,1,0
