"zone","state","lga","sector","ea","hhid","lat_dd_mod","lon_dd_mod","qa_type","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","afmnslp_pct","srtm_nga","twi_nga","srtm_nga_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2010_tot","h2010_wetQ","h2010_wetQstart","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2010_eviarea","h2010_evimax","h2010_grn","h2010_sen"
4,4,421,1,800,40178,6.24153758762,6.9368284516,1,2.1,21,18,456.6,15,268,253,1800,310,779,0,130,313,2.147085,133,13,1,3,2,1,1,1,1,2,1618,746,16,1504,611,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,421,1,800,40179,6.24153758762,6.9368284516,1,2.2,20.9,18,456.7,14.9,268,253,1807,310,781,0,130,313,2.339168,135,14,1,3,2,1,1,1,1,2,1619,746,16,1505,611,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,421,1,800,40180,6.24153758762,6.9368284516,1,2.1,21,17.9,456.5,15,268,253,1807,310,781,0,130,313,2.339168,133,13,1,3,2,1,1,1,1,2,1618,746,16,1504,611,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40181,6.07262558501,6.83932595204,1,0.5,13.1,12.2,448,30,267,252,1893,320,826,1,110,313,3.020338,139,15,1,3,2,2,1,1,1,2,1651,752,18,1511,615,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40182,6.07262558501,6.83932595204,1,0.5,13.1,12.2,448,29.9,267,252,1893,320,826,1,110,313,3.020338,139,15,1,3,2,2,1,1,1,2,1651,752,18,1511,615,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40183,6.07262558501,6.83932595204,1,0.5,13,12.3,448.1,29.9,267,252,1893,320,826,0,110,313,3.020338,141,13,1,3,2,2,1,1,1,2,1652,752,18,1512,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40184,6.07262558501,6.83932595204,1,0.3,13.2,12.3,447.9,30.2,267,252,1891,320,826,2,110,313,4.033896,141,13,1,3,2,2,1,1,1,2,1651,752,18,1511,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40185,6.07262558501,6.83932595204,1,0.3,13.1,12.3,447.9,30.2,267,252,1891,320,826,2,110,313,4.033896,141,13,1,3,2,2,1,1,1,2,1651,752,18,1512,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40186,6.07262558501,6.83932595204,1,0.4,13.1,12.3,448,30.1,267,252,1893,320,826,2,110,313,3.020338,139,16,1,3,2,2,1,1,1,2,1651,752,18,1511,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40187,6.07262558501,6.83932595204,1,0.3,13.2,12.3,447.8,30.2,267,252,1891,320,826,2,110,313,4.033896,141,13,1,3,2,2,1,1,1,2,1651,752,18,1511,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40188,6.07262558501,6.83932595204,1,0.2,13.3,12.3,447.7,30.4,267,252,1891,320,826,4,110,313,4.033896,143,13,1,3,2,2,1,1,1,2,1651,752,18,1511,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40189,6.07262558501,6.83932595204,1,0.3,13.2,12.3,447.9,30.2,267,252,1891,320,826,2,110,313,4.033896,141,13,1,3,2,2,1,1,1,2,1651,752,18,1512,616,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,411,1,1486,40190,6.07262558501,6.83932595204,1,0.4,13.3,12.2,447.8,30.2,267,252,1891,320,826,2,110,313,4.033896,142,14,1,3,2,2,1,1,1,2,1651,752,18,1510,615,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40191,5.98776036565,7.09183471113,1,21.2,15,38.8,474.7,27.8,260,244,1996,318,853,4,120,313,5.608376,217,17,6,3,2,2,1,1,1,2,1727,808,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40192,5.98776036565,7.09183471113,1,21.4,15.2,38.9,474.9,27.7,260,244,1996,318,853,12,120,313,5.608376,219,15,6,3,2,2,1,1,1,2,1727,809,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40193,5.98776036565,7.09183471113,1,21.2,15,38.8,474.7,27.8,260,244,1996,318,853,4,120,313,5.608376,217,17,6,3,2,2,1,1,1,2,1727,808,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40194,5.98776036565,7.09183471113,2,21.3,15.1,38.8,474.8,27.7,260,244,1996,318,853,12,120,313,5.608376,222,12,6,3,2,2,1,1,1,2,1727,808,18,1594,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40195,5.98776036565,7.09183471113,1,21.3,15.1,38.9,474.8,27.8,260,244,1996,318,853,6,120,313,5.608376,218,12,6,3,2,2,1,1,1,2,1727,808,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40196,5.98776036565,7.09183471113,2,21.3,15.1,38.8,474.8,27.7,260,244,1996,318,853,12,120,313,5.608376,222,12,6,3,2,2,1,1,1,2,1727,808,18,1594,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40197,5.98776036565,7.09183471113,2,21.2,15,38.7,474.7,27.7,260,244,1996,318,853,10,120,313,5.608376,222,17,6,3,2,2,1,1,1,2,1727,808,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40198,5.98776036565,7.09183471113,1,21.5,15.2,38.9,475,27.7,261,246,1994,316,851,12,120,313,3.160097,218,13,6,3,2,2,1,1,1,2,1727,809,18,1594,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40199,5.98776036565,7.09183471113,1,21.5,15.2,39,475,27.7,261,246,1994,316,851,12,120,313,3.160097,218,13,6,3,2,2,1,1,1,2,1727,809,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,401,2,2106,40200,5.98776036565,7.09183471113,2,21.2,15,38.7,474.7,27.7,260,244,1996,318,853,10,120,313,5.608376,222,17,6,3,2,2,1,1,1,2,1727,808,18,1593,671,22,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40201,6.30707299833,6.97017505862,1,3.3,6.3,23.6,457.8,15.7,271,255,1757,304,761,1,120,313,3.002868,84,13,1,3,2,1,1,1,1,1,1567,734,16,1460,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40202,6.30707299833,6.97017505862,1,3.2,28.8,23.4,457.8,15.7,271,255,1757,304,761,1,120,313,3.002868,84,13,4,3,2,1,1,1,1,1,1568,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40203,6.30707299833,6.97017505862,1,3.2,28.7,23.4,457.8,15.7,271,255,1757,304,761,1,120,313,3.002868,84,13,4,3,2,1,1,1,1,1,1569,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40204,6.30707299833,6.97017505862,1,3.2,28.7,23.3,457.7,15.8,271,255,1751,304,760,1,120,313,3.439654,84,13,1,3,2,1,1,1,1,1,1568,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40205,6.30707299833,6.97017505862,1,3.1,28.7,23.2,457.7,15.7,271,255,1751,304,760,1,120,313,3.439654,83,13,1,3,2,1,1,1,1,1,1569,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40206,6.30707299833,6.97017505862,3,3.1,28.7,23.2,457.6,15.8,271,255,1751,304,760,1,120,313,3.439654,83,13,1,3,2,1,1,1,1,1,1569,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40207,6.30707299833,6.97017505862,1,3.2,28.6,23.2,457.6,15.8,271,255,1751,304,760,2,130,313,3.439654,83,13,1,3,2,1,1,1,1,1,1569,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40208,6.30707299833,6.97017505862,1,3.2,28.6,23.1,457.6,15.8,271,255,1751,304,760,2,130,313,3.439654,81,13,1,3,2,1,1,1,1,1,1569,734,16,1461,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40209,6.30707299833,6.97017505862,1,3.2,28.5,22.9,457.4,15.9,271,255,1751,304,760,2,130,313,3.439654,80,13,1,3,2,1,1,1,1,1,1569,734,16,1462,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,402,2,1080,40210,6.30707299833,6.97017505862,1,3.2,28.6,22.9,457.4,15.9,271,255,1751,304,760,2,130,313,3.439654,80,13,1,3,2,1,1,1,1,1,1569,734,16,1462,615,11,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40211,6.35401498931,6.83825461618,1,14,1.3,19.4,444.6,29.1,274,259,1701,302,747,2,110,313,1.623299,27,14,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40212,6.35401498931,6.83825461618,1,14,1.4,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40213,6.35401498931,6.83825461618,2,14,1.4,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40214,6.35401498931,6.83825461618,1,14,1.4,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40215,6.35401498931,6.83825461618,2,14,1.3,19.4,444.6,29.1,274,259,1701,302,747,2,110,313,1.623299,27,14,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40216,6.35401498931,6.83825461618,1,14,1.4,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40217,6.35401498931,6.83825461618,1,14,1.3,19.4,444.6,29.1,274,259,1701,302,747,2,110,313,1.623299,27,14,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40218,6.35401498931,6.83825461618,1,14,1.3,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40219,6.35401498931,6.83825461618,2,14,1.4,19.3,444.6,29.1,274,259,1706,303,750,2,110,313,1.396354,26,13,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
4,4,403,2,836,40220,6.35401498931,6.83825461618,2,14,1.3,19.4,444.6,29.1,274,259,1701,302,747,2,110,313,1.623299,27,14,1,1,1,1,3,1,1,1,1530,710,16,1420,605,10,46.2,0.494,120,324,49,0.4568,96,330
2,5,506,2,830,50001,10.0746622967,9.60863965762,1,18.3,39.1,76.6,306.5,39.9,257,244,1081,283,728,73,14,312,2.461411,575,14,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50002,10.0746622967,9.60863965762,1,18,38.8,76.7,306.1,39.6,257,244,1081,283,728,61,20,312,2.461411,576,12,3,1,1,2,1,1,1,2,1011,574,18,1122,638,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50003,10.0746622967,9.60863965762,1,18.3,39.1,76.6,306.5,39.9,257,244,1081,283,728,73,14,312,2.461411,575,14,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50004,10.0746622967,9.60863965762,1,18.4,39.2,76.6,306.5,39.9,257,244,1081,283,728,79,14,312,2.461411,575,20,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50005,10.0746622967,9.60863965762,1,18.3,39.2,76.5,306.5,39.9,257,244,1081,283,728,64,20,312,2.461411,575,14,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50006,10.0746622967,9.60863965762,1,18.4,39.2,76.6,306.5,39.9,257,244,1081,283,728,79,14,312,2.461411,576,14,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50007,10.0746622967,9.60863965762,1,18.5,39.1,76.7,306.7,39.9,257,244,1081,283,728,79,14,312,2.461411,576,15,3,1,1,2,1,1,1,2,1011,573,18,1120,638,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50008,10.0746622967,9.60863965762,1,18.4,39.2,76.6,306.5,40,257,244,1081,283,728,68,14,312,2.461411,575,20,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50009,10.0746622967,9.60863965762,1,18.3,39.2,76.5,306.5,40,257,244,1081,283,728,68,14,312,2.461411,575,20,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,506,2,830,50010,10.0746622967,9.60863965762,1,18.3,39.1,76.6,306.5,39.9,257,244,1081,283,728,64,20,312,2.461411,575,14,3,1,1,2,1,1,1,2,1011,574,18,1121,637,21,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50011,10.3043968777,9.84682965897,1,0.6,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,612,18,3,1,1,2,1,1,1,2,947,570,18,1026,607,19,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50012,10.3043968777,9.84682965897,1,0.6,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,615,14,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50013,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,615,14,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50014,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,615,14,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50015,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,613,13,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50016,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.9,1,253,242,1011,287,712,0,200,312,1.815342,613,13,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50017,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,615,14,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50018,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.9,1,253,242,1011,287,712,0,200,312,1.815342,613,13,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50019,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,200,312,1.815342,613,13,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,1,2194,50020,10.3043968777,9.84682965897,1,0.7,1.2,111.3,281.8,1,253,242,1011,287,712,0,190,312,1.815342,615,14,3,1,1,2,1,1,1,2,947,570,18,1026,607,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50021,10.7770268111,9.17261204795,1,63.2,82.2,67.4,222.2,89.2,254,245,1020,290,711,76,14,312,9.20631,631,13,3,1,1,5,1,1,1,5,1064,648,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50022,10.7770268111,9.17261204795,1,63.2,82.3,67.4,222.3,89.2,254,245,1020,290,711,76,14,312,9.20631,631,13,3,1,1,5,1,1,1,5,1064,648,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50023,10.7770268111,9.17261204795,1,63.2,82.3,67.4,222.3,89.2,254,245,1020,290,711,76,14,312,9.20631,628,15,3,1,1,5,1,1,1,5,1064,648,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50024,10.7770268111,9.17261204795,1,63.1,82.3,67.4,222.3,89.2,254,245,1020,290,711,76,14,312,9.20631,631,13,3,1,1,5,1,1,1,5,1064,648,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50025,10.7770268111,9.17261204795,1,63.2,82.3,67.4,222.3,89.1,254,245,1020,290,711,76,14,312,9.20631,628,15,3,1,1,5,1,1,1,5,1064,648,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50026,10.7770268111,9.17261204795,1,63.2,82.2,67.5,222.3,89.1,254,245,1020,290,711,80,14,312,9.20631,629,14,3,1,1,5,1,1,1,5,1064,647,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50027,10.7770268111,9.17261204795,1,63.2,82.3,67.4,222.3,89.1,254,245,1020,290,711,76,14,312,9.20631,628,15,3,1,1,5,1,1,1,5,1064,647,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50028,10.7770268111,9.17261204795,1,63.2,82.3,67.5,222.3,89,254,245,1020,290,711,80,14,312,9.20631,629,14,3,1,1,5,1,1,1,5,1064,647,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50029,10.7770268111,9.17261204795,1,63.3,82.2,67.5,222.3,89,254,245,1020,290,711,80,14,312,9.20631,629,14,3,1,1,5,1,1,1,5,1064,647,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,515,2,18,50030,10.7770268111,9.17261204795,1,63.3,82.2,67.5,222.3,89,254,245,1020,290,711,80,14,312,9.20631,629,14,3,1,1,5,1,1,1,5,1064,647,17,1042,624,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50031,10.2374167796,10.1316668985,2,0.8,34.7,112.3,293.8,33.7,260,249,972,275,681,45,20,312,2.793253,467,13,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50032,10.2374167796,10.1316668985,2,0.8,34.7,112.3,293.8,33.7,260,249,972,275,681,45,20,312,2.793253,467,13,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50033,10.2374167796,10.1316668985,2,0.8,34.7,112.3,293.8,33.6,260,249,972,275,681,45,20,312,2.793253,467,13,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50034,10.2374167796,10.1316668985,2,0.8,34.7,112.3,293.8,33.6,260,249,972,275,681,45,20,312,2.793253,467,13,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50035,10.2374167796,10.1316668985,2,0.8,34.7,112.3,293.8,33.6,260,249,972,275,681,45,20,312,2.793253,467,13,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50036,10.2374167796,10.1316668985,1,0.8,34.7,112.3,293.8,33.6,260,249,972,275,681,51,20,312,2.793253,466,15,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50037,10.2374167796,10.1316668985,1,0.8,34.6,112.3,293.8,33.6,259,249,974,275,682,45,20,312,2.007398,468,14,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50038,10.2374167796,10.1316668985,1,0.8,34.7,112.3,293.8,33.6,260,249,972,275,681,51,20,312,2.793253,466,15,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50039,10.2374167796,10.1316668985,1,0.8,34.6,112.3,293.8,33.6,259,249,974,275,682,45,20,312,2.007398,468,14,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,502,2,3878,50040,10.2374167796,10.1316668985,1,0.8,34.6,112.3,293.8,33.6,259,249,974,275,682,45,20,312,2.007398,468,14,2,1,1,3,1,1,1,3,894,532,19,846,474,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50041,11.501207438,10.760756183,1,10.2,40.9,40,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,454,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50042,11.501207438,10.760756183,1,10.1,40.9,40,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,453,16,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50043,11.501207438,10.760756183,1,10.2,40.9,40,200.4,167.7,251,247,770,264,596,53,20,312,0.9250509,454,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50044,11.501207438,10.760756183,1,10.2,40.8,39.9,200.4,167.7,251,247,770,264,596,53,20,312,0.9250509,454,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50045,11.501207438,10.760756183,1,10.2,40.8,39.9,200.4,167.7,251,247,770,264,596,53,20,312,0.9250509,454,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50046,11.501207438,10.760756183,1,10.2,40.9,40,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,453,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50047,11.501207438,10.760756183,1,10.2,40.9,40,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,453,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50048,11.501207438,10.760756183,1,10.2,40.9,40,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,454,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50049,11.501207438,10.760756183,1,10.2,41,40.1,200.4,167.6,251,247,770,264,596,53,20,312,0.9250509,453,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,504,2,708,50050,11.501207438,10.760756183,1,10.2,41,40.1,200.4,167.5,251,247,770,264,596,53,20,312,0.9250509,453,15,2,2,2,2,1,1,1,2,724,507,19,747,462,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50051,10.6546031992,10.4737639515,1,23.6,72.1,85.3,263.7,81.6,263,254,890,271,645,54,20,312,1.640757,329,16,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50052,10.6546031992,10.4737639515,1,23.6,72.1,85.3,263.8,81.6,263,254,889,270,644,54,20,312,6.379084,328,15,2,2,2,1,1,1,1,1,882,550,18,826,457,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50053,10.6546031992,10.4737639515,1,24.1,72.9,84.9,264.4,81.3,262,253,893,271,647,64,30,312,4.436043,336,13,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50054,10.6546031992,10.4737639515,1,24,72.9,84.9,264.4,81.2,263,254,892,271,646,64,30,312,4.436043,330,14,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50055,10.6546031992,10.4737639515,1,24.1,72.9,84.9,264.5,81.3,262,253,893,271,647,65,14,312,4.436043,336,13,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50056,10.6546031992,10.4737639515,2,24.1,72.9,84.9,264.5,81.2,262,253,893,271,647,65,14,312,4.436043,336,13,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50057,10.6546031992,10.4737639515,2,24.1,72.9,84.9,264.5,81.2,262,253,893,271,647,65,14,312,4.436043,336,13,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50058,10.6546031992,10.4737639515,1,24.2,72.9,84.8,264.5,81.4,262,253,893,271,647,56,20,312,4.436043,340,13,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50059,10.6546031992,10.4737639515,1,23.4,71.8,85.4,263.5,81.8,263,254,889,270,644,52,30,312,6.379084,329,13,2,2,2,1,1,1,1,1,882,550,18,826,457,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,513,2,348,50060,10.6546031992,10.4737639515,1,24,72.9,84.9,264.5,81.2,263,254,892,271,646,65,14,312,1.431268,330,14,2,2,2,1,1,1,1,1,882,550,18,826,458,20,96.3,0.4385,132,278,80,0.4363,126,271
2,5,514,2,710,50061,11.4479194346,10.5742279392,1,16,21.1,59.6,193.6,152.1,257,253,784,270,603,60,30,312,1.413811,394,20,2,2,2,2,1,1,1,2,734,510,18,781,474,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,514,2,710,50062,11.4479194346,10.5742279392,2,15.9,21.1,59.6,193.7,152.1,257,253,784,270,603,60,30,312,1.413811,394,20,2,2,2,2,1,1,1,2,734,510,18,781,474,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,514,2,710,50063,11.4479194346,10.5742279392,2,15.9,21.1,59.6,193.7,152.1,257,253,784,270,603,60,30,312,1.413811,394,20,2,2,2,2,1,1,1,2,734,510,18,781,474,18,96.3,0.4385,132,278,80,0.4363,126,271
2,5,514,2,710,50064,11.4479194346,10.5742279392,1,16,21.1,59.6,193.6,152.1,257,253,784,270,603,60,30,312,1.413811,394,20,2,2,2,2,1,1,1,2,734,510,18,781,474,18,96.3,0.4385,132,278,80,0.4363,126,271
