"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","hhno","qno","qnoa","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15","saq16","saq17d","saq17m","saq17y","saq18ah","saq18am","saq18bh","saq18bm","saq19","saq20","saq21d","saq21m","saq21y","saq22ah","saq22am","saq22bh","saq22bm","saq23","saq24","saq1","saq2","tracked_obs"
90128,5,9,913,2,2266,1108,2111.84503146928,2111.84503146928,6,1,2,3,1,8,3,2013,10,50,13,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
90129,5,9,913,2,2266,1108,2111.84503146928,2111.84503146928,3,1,3,4,1,9,3,2013,13,5,16,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
90130,5,9,913,2,2266,1108,2111.84503146928,2111.84503146928,12,1,2,4,1,7,3,2013,14,17,15,57,3,3,8,3,2013,9,17,12,7,1,1,,,,,,,,,,1,1,0
100001,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,9,1,2,5,1,1,3,2013,8,25,13,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100002,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,6,1,2,4,1,28,2,2013,8,35,13,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100003,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,3,1,1,4,1,28,2,2013,14,20,17,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100004,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,4,1,2,5,1,26,2,2013,9,3,12,15,3,3,28,2,2013,14,53,16,33,,,,,,,,,,,,1,1,0
100005,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,8,1,2,5,1,28,2,2013,8,40,11,53,3,3,28,2,2013,13,4,14,48,1,1,,,,,,,,,,1,1,0
100006,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,11,1,2,4,1,1,3,2013,9,25,12,28,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100007,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,1,1,2,4,1,26,2,2013,12,5,15,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100008,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,5,1,2,0,5,26,2,2013,12,28,17,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100009,5,10,1014,2,80,1406,1516.68611509001,1516.68611509001,2,1,2,4,1,27,2,2013,12,50,14,12,3,3,27,2,2013,15,40,16,45,1,1,,,,,,,,,,1,1,0
100011,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,10,1,2,5,1,4,3,2013,13,10,18,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100012,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,6,1,1,5,1,2,3,2013,9,48,13,38,3,3,2,3,2013,14,16,17,10,1,1,,,,,,,,,,1,1,0
100013,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,12,1,1,5,1,4,3,2013,8,20,13,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100014,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,9,1,2,1,1,3,3,2013,11,18,16,20,3,3,3,3,2013,16,57,19,9,1,1,,,,,,,,,,1,1,0
100015,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,9,1,2,4,1,4,3,2013,16,15,17,0,3,3,5,3,2013,8,22,18,0,1,1,,,,,,,,,,1,1,0
100016,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,4,1,1,4,1,4,3,2013,15,3,17,21,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100017,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,11,1,2,4,1,3,3,2013,8,14,12,14,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100018,5,10,1001,2,172,1501,4550.05834527003,,21,1,2,4,1,5,3,2013,14,49,17,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100019,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,1,1,1,4,1,2,3,2013,10,24,12,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100020,5,10,1001,2,172,1501,4550.05834527003,5055.62038363337,2,1,2,4,1,4,3,2013,12,5,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100021,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,2,1,2,5,1,8,3,2013,9,58,11,38,3,3,8,3,2013,14,6,17,21,1,1,,,,,,,,,,1,1,0
100022,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,11,1,1,4,1,8,3,2013,14,40,17,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100023,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,10,1,2,4,1,6,3,2013,16,15,17,50,3,3,7,3,2013,8,12,11,10,1,1,,,,,,,,,,1,1,0
100024,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,7,1,2,4,1,9,3,2013,10,14,13,46,3,3,9,3,2013,16,13,18,0,1,1,,,,,,,,,,1,1,0
100025,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,5,1,2,4,1,6,3,2013,10,30,14,32,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100026,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,6,1,1,5,1,6,3,2013,8,13,12,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100027,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,3,1,1,5,1,9,3,2013,13,20,16,32,3,3,9,3,2013,17,10,19,15,1,1,,,,,,,,,,1,1,0
100028,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,12,1,1,5,1,6,3,2013,13,7,18,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100029,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,15,1,2,4,1,7,3,2013,11,42,16,2,3,3,8,3,2013,7,55,9,30,1,1,,,,,,,,,,1,1,0
100030,5,10,1007,1,1166,1403,2502.53208989852,2502.53208989852,8,1,2,5,1,7,3,2013,13,20,18,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100031,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,1,1,2,5,1,13,3,2013,7,15,11,5,3,3,13,3,2013,16,35,18,40,1,1,,,,,,,,,,1,1,0
100032,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,5,1,2,4,1,11,3,2013,14,25,16,40,3,3,12,3,2013,9,32,12,15,1,1,,,,,,,,,,1,1,0
100033,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,3,1,2,4,1,10,3,2013,10,47,15,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100034,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,2,1,2,5,1,13,3,2013,11,10,16,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100035,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,9,1,2,4,1,10,3,2013,15,52,17,30,3,3,11,3,2013,10,14,13,40,1,1,,,,,,,,,,1,1,0
100036,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,8,1,2,4,1,12,3,2013,13,40,16,39,3,3,13,3,2013,8,45,10,59,1,1,,,,,,,,,,1,1,0
100037,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,6,1,2,5,1,12,3,2013,10,16,15,20,3,3,12,3,2013,16,30,18,34,1,1,,,,,,,,,,1,1,0
100038,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,10,1,2,5,1,11,3,2013,10,16,15,20,3,3,11,3,2013,15,52,18,40,1,1,,,,,,,,,,1,1,0
100039,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,7,1,2,4,1,12,3,2013,14,10,17,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100040,5,10,1008,2,1314,1504,3412.54375895253,3412.54375895253,4,1,2,5,1,10,3,2013,9,48,13,6,3,3,10,3,2013,14,18,17,36,1,1,,,,,,,,,,1,1,0
100041,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,9,1,1,5,1,25,3,2013,7,15,13,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100042,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,5,1,2,5,1,22,3,2013,12,48,17,9,3,3,24,3,2013,9,10,13,20,1,1,,,,,,,,,,1,1,0
100043,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,4,1,2,4,1,22,3,2013,9,5,12,15,3,3,2,3,2013,17,10,18,30,1,1,,,,,,,,,,1,1,0
100044,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,17,1,2,5,1,23,3,2013,7,13,12,6,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100045,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,2,1,2,5,1,22,3,2013,10,10,12,5,3,3,24,3,2013,14,17,18,20,1,1,,,,,,,,,,1,1,0
100046,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,8,1,2,4,1,24,3,2013,10,30,12,8,3,3,24,3,2013,14,12,17,20,1,1,,,,,,,,,,1,1,0
100047,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,1,1,2,4,1,23,3,2013,12,14,16,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100048,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,13,1,2,5,1,25,3,2013,13,56,18,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100049,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,18,1,2,4,1,25,3,2013,9,45,13,10,3,3,25,3,2013,14,9,17,19,1,1,,,,,,,,,,1,1,0
100050,5,10,1008,2,1718,1004,4095.05251074303,4095.05251074303,6,1,2,4,1,22,3,2013,12,55,16,25,3,3,23,3,2013,8,30,11,40,1,1,,,,,,,,,,1,1,0
100052,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,13,1,1,4,1,21,3,2013,12,8,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100053,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,15,1,1,4,1,18,3,2013,11,55,13,20,3,3,18,3,2013,14,43,17,20,1,1,,,,,,,,,,1,1,0
100054,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,11,1,1,5,1,19,3,2013,10,30,14,15,3,3,19,3,2013,15,30,18,52,1,1,,,,,,,,,,1,1,0
100055,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,30,1,2,5,1,20,3,2013,8,36,12,20,3,3,21,3,2013,7,48,11,19,1,1,,,,,,,,,,1,1,0
100056,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,23,1,1,4,1,19,3,2013,10,55,13,56,3,3,20,3,2013,16,20,18,24,1,1,,,,,,,,,,1,1,0
100057,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,27,1,1,5,1,18,3,2013,14,45,19,7,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100058,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,32,1,1,4,1,18,3,2013,8,20,10,30,3,3,21,3,2013,16,14,18,30,1,1,,,,,,,,,,1,1,0
100059,5,10,1021,2,120,1509,7330.64955626839,8246.98075080193,25,1,1,5,1,18,3,2013,9,9,14,21,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100060,5,10,1021,2,120,1509,7330.64955626839,,35,1,1,4,1,19,3,2013,14,5,15,21,3,3,20,3,2013,8,7,11,13,1,1,,,,,,,,,,1,1,0
100061,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,1,1,1,4,1,15,3,2013,9,53,15,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100062,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,7,1,1,5,1,17,3,2013,8,26,14,6,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100063,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,9,1,1,5,1,17,3,2013,14,27,17,48,3,3,17,3,2013,18,0,19,20,1,1,,,,,,,,,,1,1,0
100064,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,12,1,1,5,1,16,3,2013,8,10,11,0,3,3,16,3,2013,14,5,18,26,1,1,,,,,,,,,,1,1,0
100065,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,15,1,1,4,1,14,3,2013,12,13,16,29,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100066,5,10,1012,2,936,1405,7836.21159463173,,18,1,1,4,1,16,3,2013,10,25,15,59,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100067,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,23,1,1,5,1,14,3,2013,9,15,12,20,3,3,14,3,2013,13,21,18,1,1,1,,,,,,,,,,1,1,0
100068,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,26,1,1,5,1,15,3,2013,8,16,11,7,3,3,15,3,2013,14,50,18,32,1,1,,,,,,,,,,1,1,0
100070,5,10,1012,2,936,1405,7836.21159463173,8815.73804396069,29,1,1,4,1,16,3,2013,16,30,18,15,3,3,17,3,2013,11,30,17,20,1,1,,,,,,,,,,1,1,0
100071,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,1,1,2,7,2,2,3,2013,9,32,13,41,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100072,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,16,1,1,6,2,1,3,2013,9,15,12,30,3,3,2,3,2013,10,40,13,5,1,1,,,,,,,,,,1,1,0
100073,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,6,1,2,4,2,1,3,2013,8,30,10,30,3,3,2,3,2013,7,10,10,18,1,1,,,,,,,,,,1,1,0
100074,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,10,1,1,6,2,28,2,2013,13,30,15,20,3,3,1,3,2013,10,15,12,5,1,1,,,,,,,,,,1,1,0
100075,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,13,1,2,7,2,1,3,2013,10,20,13,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100076,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,3,1,2,6,2,28,2,2013,10,40,13,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100077,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,9,1,1,7,2,2,3,2013,14,20,17,2,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100078,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,12,1,1,7,2,1,3,2013,14,10,16,52,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100079,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,18,1,1,4,2,3,3,2013,7,20,10,24,3,3,3,3,2013,16,2,19,0,1,1,,,,,,,,,,1,1,0
100080,5,10,1010,2,20,1404,7507.59626969555,7507.59626969555,21,1,2,7,2,3,3,2013,7,5,10,25,3,3,3,3,2013,16,32,18,15,1,1,,,,,,,,,,1,1,0
100081,5,10,1005,2,1374,1102,,,2,1,1,4,2,4,3,2013,,,,,3,3,,,,,,,,,,,,,,,,,,,6,6,0
100082,5,10,1005,2,1374,1102,10522.009923437,12025.1541982137,6,1,2,6,2,4,3,2013,8,50,11,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
100083,5,10,1005,2,1374,1102,10522.009923437,,9,1,2,4,2,5,3,2013,16,0,18,34,3,3,6,3,2013,9,0,12,1,1,1,,,,,,,,,,1,1,0
100084,5,10,1005,2,1374,1102,,,4,1,1,6,2,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,7,7,0
100085,5,10,1005,2,1374,1102,10522.009923437,12025.1541982137,13,1,2,4,2,5,3,2013,8,30,12,2,3,3,6,3,2013,13,38,16,50,1,1,,,,,,,,,,1,1,0
100086,5,10,1005,2,1374,1102,10522.009923437,12025.1541982137,8,1,2,4,2,4,3,2013,11,34,14,0,3,3,5,3,2013,9,11,11,44,1,1,,,,,,,,,,1,1,0
100087,5,10,1005,2,1374,1102,10522.009923437,12025.1541982137,16,1,1,7,2,6,3,2013,12,20,15,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
