"hhid","zone","state","lga","sector","ea","ric","wt_wave2","wt_combined","hhno","qno","qnoa","saq11","saq12","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15","saq16","saq17d","saq17m","saq17y","saq18ah","saq18am","saq18bh","saq18bm","saq19","saq20","saq21d","saq21m","saq21y","saq22ah","saq22am","saq22bh","saq22bm","saq23","saq24","saq1","saq2","tracked_obs"
200009,3,20,2021,1,3300,1107,3268.24431567874,3268.24431567874,9,1,1,4,1,23,2,2013,11,10,12,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200010,3,20,2021,1,3300,1107,3268.24431567874,3268.24431567874,10,1,2,4,1,23,2,2013,12,50,14,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200011,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,1,1,2,3,1,26,2,2013,10,0,13,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200012,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,3,1,2,3,1,23,2,2013,13,5,15,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200013,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,13,1,2,4,1,26,2,2013,12,0,13,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200014,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,14,1,2,4,2,26,2,2013,10,0,11,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200015,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,15,1,2,4,1,26,2,2013,13,45,14,58,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200016,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,7,1,2,5,1,26,2,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200017,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,8,1,2,5,1,26,2,2013,8,0,9,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200018,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,8,1,2,5,1,26,2,2013,12,30,14,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200019,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,10,1,2,3,2,26,2,2013,15,10,17,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200020,3,20,2018,2,1134,1106,2778.00766832693,2778.00766832693,20,1,2,4,1,26,2,2013,14,15,15,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200021,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,21,1,2,4,1,28,2,2013,11,20,17,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200022,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,22,1,2,4,1,28,2,2013,9,10,10,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200023,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,23,1,2,4,1,28,2,2013,13,0,14,42,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200024,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,7,1,2,3,1,28,2,2013,13,45,15,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200025,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,7,1,2,3,1,28,2,2013,12,10,13,35,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200026,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,8,1,2,3,1,28,2,2013,9,30,12,5,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200027,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,7,1,2,5,1,28,2,2013,15,0,17,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200028,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,8,1,2,5,1,28,2,2013,11,0,13,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200029,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,9,1,2,5,1,28,2,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200030,3,20,2005,2,970,1002,6373.07641557354,6373.07641557354,10,1,2,5,1,28,2,2013,13,0,15,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200031,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,1,1,2,3,1,3,3,2013,13,35,16,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200032,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,3,1,2,3,1,20,3,2013,9,30,11,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200033,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,5,1,2,3,1,3,3,2013,10,30,13,15,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200034,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,7,1,2,3,1,2,3,2013,11,50,13,45,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200035,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,35,1,2,4,1,2,3,2013,10,0,11,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200036,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,36,1,2,4,1,2,3,2013,11,40,13,9,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200037,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,37,1,2,4,1,2,3,2013,13,20,14,58,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200038,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,38,1,2,5,1,2,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200039,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,11,1,2,5,1,2,3,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200040,3,20,2003,2,784,1301,6699.90084714142,6699.90084714142,12,1,2,5,1,2,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200041,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,41,1,2,4,1,4,3,2013,8,30,10,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200042,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,42,1,2,4,1,4,3,2013,12,30,14,1,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200043,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,43,1,2,4,1,4,3,2013,14,30,16,34,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200044,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,44,1,2,4,1,4,3,2013,10,30,12,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200045,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,5,1,2,3,1,4,3,2013,14,45,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200046,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,6,1,2,3,1,4,3,2013,16,5,17,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200047,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,7,1,2,3,1,4,3,2013,13,0,14,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200048,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,8,1,2,5,1,4,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200049,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,9,1,2,5,1,4,3,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200050,3,20,2030,2,1050,1309,6046.25198400567,6046.25198400567,10,1,2,5,1,4,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200051,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,1,1,2,5,1,7,3,2013,14,0,16,0,5,1,,,,,,,,,,,,,,,,,,,1,1,0
200052,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,2,1,2,5,1,7,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200053,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,3,1,2,5,1,7,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200054,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,4,1,1,5,1,7,3,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200055,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,6,1,1,3,1,7,3,2013,9,30,10,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200056,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,7,1,2,3,1,7,3,2013,13,20,14,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200057,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,8,1,1,3,1,7,3,2013,11,15,12,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200058,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,58,1,2,4,1,7,3,2013,9,10,10,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200059,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,59,1,1,4,1,7,3,2013,13,25,15,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200060,3,20,2032,1,1390,1010,2451.18323675905,2451.18323675905,60,1,2,4,1,7,3,2013,11,0,13,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200061,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,1,1,2,3,1,9,3,2013,15,40,17,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200062,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,2,1,2,3,1,9,3,2013,10,45,12,50,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200063,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,6,1,2,3,1,9,3,2013,8,45,10,30,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200064,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,8,1,2,3,1,9,3,2013,13,10,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200065,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,11,1,2,5,1,9,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200066,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,13,1,2,5,1,9,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200067,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,16,1,2,5,1,9,3,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200068,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,68,1,2,4,1,9,3,2013,9,0,11,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200069,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,69,1,2,4,1,9,3,2013,11,20,13,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200070,3,20,2032,2,1772,1410,4738.95425773417,4738.95425773417,70,1,2,4,1,9,3,2013,14,0,15,47,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200071,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,71,1,2,4,1,13,3,2013,16,5,17,24,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200072,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,72,1,2,4,1,13,3,2013,10,9,12,10,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200073,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,73,1,2,4,1,13,3,2013,9,50,10,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200074,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,74,1,2,4,1,13,3,2013,14,0,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200075,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,5,1,2,5,1,13,3,2013,8,0,10,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200076,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,6,1,2,5,1,13,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200077,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,7,1,2,5,1,13,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200078,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,8,1,2,3,1,13,3,2013,10,45,12,55,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200079,3,20,2015,2,1746,1405,6354.91950270866,6354.91950270866,9,1,2,3,1,13,3,2013,8,20,10,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200081,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,1,1,2,5,1,11,3,2013,10,0,12,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200082,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,3,1,2,5,1,11,3,2013,12,0,14,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200083,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,4,1,2,5,1,11,3,2013,14,0,16,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200084,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,6,1,2,5,1,11,3,2013,8,0,11,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200085,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,8,1,2,3,1,11,3,2013,13,35,15,40,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200086,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,9,1,2,1,1,11,3,2013,9,0,11,0,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200087,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,11,1,2,3,1,11,3,2013,11,10,13,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200088,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,88,1,2,4,1,11,3,2013,13,40,15,20,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200089,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,8,1,2,4,1,11,3,2013,10,30,12,25,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200090,3,20,2022,2,1130,1407,4085.30539459842,4085.30539459842,90,1,2,4,1,11,3,2013,8,15,10,24,1,1,,,,,,,,,,,,,,,,,,,1,1,0
200091,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,2,1,2,8,2,1,3,2013,14,0,17,15,10,1,2,3,2013,8,0,10,0,16,1,,,,,,,,,,1,1,0
200092,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,12,1,2,6,2,1,3,2013,14,25,17,0,10,3,2,3,2013,13,30,15,20,17,1,,,,,,,,,,1,1,0
200093,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,11,1,2,6,2,1,3,2013,8,30,14,20,10,3,2,3,2013,8,40,13,20,17,1,,,,,,,,,,1,1,0
200094,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,10,1,2,7,2,1,3,2013,14,35,17,5,9,1,2,3,2013,14,30,16,45,15,1,,,,,,,,,,1,1,0
200095,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,4,1,2,8,2,1,3,2013,7,0,12,3,10,3,2,3,2013,7,15,9,20,17,1,,,,,,,,,,1,1,0
200096,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,6,1,2,7,2,1,3,2013,8,0,10,0,7,1,2,3,2013,8,0,10,5,15,1,,,,,,,,,,1,1,0
200097,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,16,1,3,7,2,1,3,2013,10,15,13,30,7,1,2,3,2013,10,15,14,15,15,3,,,,,,,,,,1,1,0
200098,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,15,1,2,6,2,1,3,2013,15,0,16,10,10,1,2,3,2013,8,30,10,0,15,1,,,,,,,,,,1,1,0
200099,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,5,1,2,8,2,1,3,2013,13,0,16,15,10,1,2,3,2013,10,30,13,5,17,1,,,,,,,,,,1,1,0
200100,3,20,2001,2,1354,1501,2941.41988411087,2941.41988411087,14,1,2,8,2,1,3,2013,7,0,12,0,10,1,2,3,2013,9,0,11,0,17,1,,,,,,,,,,1,1,0
200101,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,14,1,1,7,2,23,2,2013,9,10,11,13,10,3,24,2,2013,8,20,12,10,17,1,,,,,,,,,,1,1,0
200102,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,13,1,1,6,2,23,2,2013,8,20,8,55,10,3,24,2,2013,9,10,12,40,17,1,,,,,,,,,,1,1,0
200103,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,9,1,1,8,2,23,2,2013,13,5,16,40,10,2,,,,,,,,,,,,,,,,,,,1,1,0
200104,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,8,1,1,8,2,23,2,2013,9,0,13,0,17,1,,,,,,,,,,,,,,,,,,,1,1,0
200105,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,3,1,2,8,2,23,2,2013,16,45,19,0,10,1,24,2,2013,9,0,11,15,17,1,,,,,,,,,,1,1,0
200106,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,6,1,1,6,2,23,2,2013,8,30,13,20,10,3,24,2,2013,8,40,12,20,17,1,,,,,,,,,,1,1,0
200107,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,1,1,1,7,2,23,2,2013,11,5,13,15,6,1,24,2,2013,11,0,14,20,17,1,,,,,,,,,,1,1,0
200108,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,11,1,1,7,2,23,2,2013,9,0,11,0,7,1,24,2,2013,8,30,11,15,17,1,,,,,,,,,,1,1,0
200109,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,16,1,1,7,2,23,2,2013,13,15,16,30,8,1,24,3,2013,14,30,16,45,17,1,,,,,,,,,,1,1,0
200110,3,20,2025,2,760,1108,4738.95425773417,4738.95425773417,19,1,1,6,2,23,2,2013,9,0,13,40,10,2,24,2,2013,8,30,12,40,17,1,,,,,,,,,,1,1,0
200111,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,1,1,1,7,2,27,2,2013,9,0,11,15,8,2,28,2,2013,8,30,10,30,17,1,,,,,,,,,,1,1,0
200112,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,3,1,1,7,2,27,2,2013,15,55,17,30,7,2,25,2,2013,15,30,17,48,17,1,,,,,,,,,,1,1,0
200113,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,6,1,2,8,2,27,2,2013,10,0,13,0,9,1,28,2,2013,9,0,12,0,17,2,,,,,,,,,,1,1,0
200114,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,8,1,1,8,2,27,2,2013,14,20,16,40,7,1,28,2,2013,10,30,13,0,17,1,,,,,,,,,,1,1,0
200115,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,18,1,1,7,2,27,2,2013,11,20,13,45,9,2,28,2,2013,10,35,13,15,17,1,,,,,,,,,,1,1,0
200116,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,23,1,1,8,2,27,2,2013,14,20,17,15,10,2,28,2,2013,,,,,17,1,,,,,,,,,,1,1,0
200117,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,11,1,1,6,2,27,2,2013,9,20,10,30,10,3,28,2,2013,9,10,14,20,17,1,,,,,,,,,,1,1,0
200118,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,25,1,1,7,2,27,2,2013,13,50,15,55,8,3,28,2,2013,15,20,15,30,17,1,,,,,,,,,,1,1,0
200119,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,15,1,1,6,2,27,2,2013,9,30,12,40,10,3,28,2,2013,8,20,12,50,17,1,,,,,,,,,,1,1,0
200120,3,20,2025,2,1304,1508,4575.54204195024,4575.54204195024,20,1,1,6,2,26,2,2013,10,40,12,10,10,3,27,2,2013,9,20,14,20,17,1,,,,,,,,,,1,1,0
200121,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,1,1,1,6,2,15,3,2013,8,15,17,20,10,3,16,3,2013,9,0,15,20,17,1,,,,,,,,,,1,1,0
200122,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,5,1,2,8,2,15,3,2013,11,0,18,45,9,3,16,3,2013,7,0,10,40,17,1,,,,,,,,,,1,1,0
200123,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,13,1,2,7,2,15,3,2013,8,0,11,5,9,3,16,3,2013,8,5,11,15,17,1,,,,,,,,,,1,1,0
200124,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,17,1,2,7,2,15,3,2013,11,15,13,30,9,3,16,3,2013,11,15,13,45,17,1,,,,,,,,,,1,1,0
200125,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,25,1,2,6,2,15,3,2013,8,10,16,20,10,3,16,3,2013,8,20,14,20,17,1,,,,,,,,,,1,1,0
200126,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,33,1,2,6,2,15,3,2013,15,50,17,30,9,3,16,3,2013,15,55,17,45,17,1,,,,,,,,,,1,1,0
200127,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,41,1,2,7,2,15,3,2013,13,35,15,45,9,3,16,3,2013,13,45,15,50,17,1,,,,,,,,,,1,1,0
200128,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,45,1,1,6,2,15,3,2013,8,30,16,20,9,3,16,3,2013,8,10,15,0,17,1,,,,,,,,,,1,1,0
200129,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,49,1,1,8,2,15,3,2013,14,25,18,40,10,3,16,3,2013,13,48,16,37,,,,,,,,,,,,1,1,0
200130,3,20,2019,2,344,1006,14380.2749889865,14380.2749889865,57,1,2,8,2,15,3,2013,11,5,14,20,10,3,16,3,2013,10,48,13,37,17,1,,,,,,,,,,1,1,0
200131,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,6,1,2,8,2,4,3,2013,13,35,16,40,10,2,5,3,2013,12,35,14,40,17,1,,,,,,,,,,1,1,0
200132,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,9,1,2,7,2,4,3,2013,16,15,18,5,10,3,5,3,2013,16,45,18,15,17,1,,,,,,,,,,1,1,0
200133,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,13,1,2,6,2,4,3,2013,8,20,14,20,10,3,5,3,2013,8,30,12,40,17,1,,,,,,,,,,1,1,0
200134,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,16,1,2,7,2,4,3,2013,11,35,13,30,9,3,5,3,2013,11,50,14,15,17,1,,,,,,,,,,1,1,0
200135,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,20,1,2,7,2,4,3,2013,8,15,11,30,8,3,5,3,2013,8,30,11,45,17,1,,,,,,,,,,1,1,0
200136,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,23,1,2,8,2,4,3,2013,10,15,13,0,10,3,5,3,2013,10,0,12,30,17,1,,,,,,,,,,1,1,0
200137,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,27,1,2,6,2,4,3,2013,8,30,16,20,10,3,5,3,2013,8,20,15,20,17,1,,,,,,,,,,1,1,0
200138,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,30,1,2,8,2,4,3,2013,7,5,10,0,10,3,5,3,2013,14,50,16,15,17,1,,,,,,,,,,1,1,0
200139,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,37,1,2,6,2,4,3,2013,8,30,12,5,10,3,5,3,2013,9,0,14,20,17,1,,,,,,,,,,1,1,0
200140,3,20,2009,2,240,1403,11275.4428890917,11275.4428890917,20,1,2,7,2,4,3,2013,13,40,16,15,9,3,5,3,2013,14,15,16,45,17,1,,,,,,,,,,1,1,0
200141,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,1,1,2,6,7,6,3,2013,8,20,16,21,17,3,7,3,2013,9,0,15,18,17,1,,,,,,,,,,1,1,0
200142,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,2,1,2,6,2,6,3,2013,8,30,14,40,10,3,7,3,2013,9,0,16,20,17,1,,,,,,,,,,1,1,0
200143,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,4,1,2,7,2,6,3,2013,15,20,17,30,8,3,7,3,2013,14,35,17,30,17,1,,,,,,,,,,1,1,0
200144,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,5,1,2,8,2,6,3,2013,12,5,15,40,10,3,7,3,2013,11,8,15,0,17,1,,,,,,,,,,1,1,0
200145,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,6,1,2,7,2,6,3,2013,12,10,15,15,10,3,7,3,2013,11,50,14,30,17,1,,,,,,,,,,1,1,0
200146,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,13,1,2,8,2,6,3,2013,15,45,18,0,10,3,7,3,2013,15,3,17,43,17,2,,,,,,,,,,1,1,0
200147,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,16,1,2,7,2,6,3,2013,15,42,18,2,9,2,7,3,2013,8,15,12,30,17,1,,,,,,,,,,1,1,0
200148,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,17,1,2,7,2,6,3,2013,8,15,12,5,9,3,7,3,2013,8,30,11,45,,,,,,,,,,,,1,1,0
200149,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,18,1,2,8,2,6,3,2013,9,8,12,0,9,3,7,3,2013,8,10,11,0,17,1,,,,,,,,,,1,1,0
200150,3,20,2008,2,1474,1003,7026.72527870929,7026.72527870929,18,1,2,6,2,6,3,2013,8,40,14,50,10,3,7,3,2013,8,10,18,20,17,1,,,,,,,,,,1,1,0
200151,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,4,1,2,8,2,8,3,2013,14,43,18,47,8,3,9,3,2013,14,48,18,55,17,2,,,,,,,,,,1,1,0
200152,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,7,1,2,7,2,8,3,2013,8,15,10,30,8,3,9,3,2013,8,20,10,40,17,1,,,,,,,,,,1,1,0
200153,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,14,1,2,7,2,8,3,2013,15,55,17,45,9,3,9,3,2013,15,15,17,30,17,1,,,,,,,,,,1,1,0
200154,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,19,1,2,7,2,8,3,2013,10,35,12,45,9,3,9,3,2013,10,45,13,0,17,1,,,,,,,,,,1,1,0
200155,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,24,1,2,6,2,7,3,2013,8,40,16,30,10,3,8,3,2013,8,20,17,20,17,1,,,,,,,,,,1,1,0
200156,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,29,1,2,8,2,8,3,2013,11,2,14,38,8,3,9,3,2013,10,33,14,37,17,2,,,,,,,,,,1,1,0
200157,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,22,1,2,6,2,8,3,2013,8,30,16,20,10,3,9,3,2013,10,20,13,14,17,1,,,,,,,,,,1,1,0
200158,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,17,1,2,6,2,8,3,2013,8,30,16,30,10,3,9,3,2013,9,0,16,20,17,1,,,,,,,,,,1,1,0
200159,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,9,1,2,7,2,8,3,2013,12,45,15,55,10,3,9,3,2013,13,5,15,15,17,1,,,,,,,,,,1,1,0
200160,3,20,2013,2,1232,1304,6699.90084714142,6699.90084714142,32,1,2,8,2,8,3,2013,10,48,18,30,10,3,9,3,2013,10,28,18,35,17,1,,,,,,,,,,1,1,0
